"ENTITY_CD","SCHOOL_NAME","YEAR","DISTRICT_CD","DISTRICT_NAME","CSO_NAME","STREET","CITY","PHONE","GRADE_RANGE","NUM_TEACH","NUM_NO_VALID_CERT","PER_NO_VALID_CERT","NUM_TEACH_OUT_CERT","PER_TEACH_OUT_CERT","NUM_FEWER_3YRS_EXP","PER_FEWER_3YRS_EXP","NUM_MAS_PLUS","PER_MAS_PLUS","NUM_CORE","PER_NOT_HQ","NUM_CLASS","NUM_NO_APPROP_CERT","PER_NO_APPROP_CERT","PER_TURN_FIVE_YRS","PER_TURN_ALL","NUM_FT_OTH_PROF_STAFF","NUM_PT_OTH_PROF_STAFF","NUM_FT_PARAPROFESSIONALS","NUM_PT_PARAPROFESSIONALS","NUM_FT_ASST_PRINCIPALS","NUM_PT_ASST_PRINCIPALS","NUM_FT_PRINCIPALS","NUM_PT_PRINCIPALS"
"412902060000","WHITESBORO CENTRAL SCHOOL DISTRICT",2012,"41290206","WHITESBORO CSD","DAVID LANGONE","67 WHITESBORO ST","YORKVILLE","3152663303","K-12, UE",262,0,0,0,0,9,3,46,18,675,0,937,5,1,31,18,31,1,43,11,4,0,6,0
"412902060002","MARCY ELEMENTARY SCHOOL",2012,"41290206","WHITESBORO CSD","KIMBERLY NEWTON","9479 MAYNARD DR","MARCY","3152663422","K-5, UE",28,0,0,0,0,0,0,3,11,43,0,60,1,2,,4,2,0,0,0,0,0,1,0
"400800010042","CATARACT ELEMENTARY SCHOOL",2014,"40080001","NIAGARA FALLS CITY SD","MARIA CHILLE-ZAFUTO","6431 GIRARD AVE","NIAGARA FALLS","7162789120","PK-6, UE",28,0,0,0,0,0,0,26,93,23,0,29,0,0,0,0,3,0,0,0,1,0,1,0
"400900010000","NORTH TONAWANDA CITY SCHOOL DISTRICT",2014,"40090001","NORTH TONAWANDA CITY SD","GREGORY WOYTILA","175 HUMPHREY ST","NORTH TONAWANDA","7168073500","PK-12, UE, US",281,0,0,0,0,2,1,59,21,814,0,1024,4,0,27,9,23,2,80,1,3,0,6,0
"400900010003","DRAKE SCHOOL",2014,"40090001","NORTH TONAWANDA CITY SD","PATRICIA ADLER","380 DRAKE DR","NORTH TONAWANDA","7168073725","K-6",25,0,0,0,0,0,0,2,8,50,0,64,0,0,0,18,2,0,0,0,0,0,1,0
"412902060003","HARTS HILL SCHOOL",2012,"41290206","WHITESBORO CSD","LISA PUTNAM","8551 CLARK MILLS RD","WHITESBORO","3152663432","K-5",27,0,0,0,0,0,0,5,19,33,0,47,0,0,,7,1,0,0,0,0,0,1,0
"412902060005","DEERFIELD ELEMENTARY SCHOOL",2012,"41290206","WHITESBORO CSD","KELLI MCGOWAN","5604 TRENTON RD","UTICA","3152663412","K-5, UE",23,0,0,0,0,4,17,6,26,27,0,37,0,0,0,21,1,0,0,0,0,0,1,0
"412902060006","WHITESBORO MIDDLE SCHOOL",2012,"41290206","WHITESBORO CSD","CHRISTOPHER STAATS","75 ORISKANY BLVD","WHITESBORO","3152663110","6-8, UE",34,0,0,0,0,1,3,5,15,116,0,171,2,1,,22,3,0,0,0,1,0,1,0
"400900010007","MEADOW SCHOOL",2014,"40090001","NORTH TONAWANDA CITY SD","JANET MATYEVICH","455 MEADOW DR","NORTH TONAWANDA","7168073825","K-6, UE",53,0,0,0,0,0,0,10,19,90,0,128,0,0,20,8,3,1,0,0,0,0,1,0
"400900010008","OHIO ELEMENTARY SCHOOL",2014,"40090001","NORTH TONAWANDA CITY SD","MICHAEL TAMBRONI","625 OHIO AVE","NORTH TONAWANDA","7168073800","K-6",35,0,0,0,0,0,0,6,17,82,0,103,0,0,33,15,2,0,0,0,0,0,1,0
"412902060007","PARKWAY MIDDLE SCHOOL",2012,"41290206","WHITESBORO CSD","CHRISTOPHER STAATS","65 ORISKANY BLVD","WHITESBORO","3152663176","6",14,0,0,0,0,0,0,0,0,61,0,72,0,0,,18,2,0,0,0,1,0,1,0
"412902060008","WHITESBORO HIGH SCHOOL",2012,"41290206","WHITESBORO CSD","JEFFREY KUHN","RT 291","MARCY","3152663216","9-12",72,0,0,0,0,1,1,16,22,259,0,354,2,1,40,20,5,0,0,0,2,0,1,0
"400900010009","SPRUCE SCHOOL",2014,"40090001","NORTH TONAWANDA CITY SD","VICTORIA POHLMAN","195 SPRUCE ST","NORTH TONAWANDA","7168073850","K-6",28,0,0,0,0,0,0,6,21,45,0,58,0,0,,3,2,0,0,0,0,0,1,0
"400900010011","NORTH TONAWANDA HIGH SCHOOL",2014,"40090001","NORTH TONAWANDA CITY SD","JAMES FISHER","405 MEADOW DR","NORTH TONAWANDA","7168073600","9-12, US",89,0,0,0,0,0,0,24,27,357,0,416,3,1,,3,10,1,0,0,2,0,1,0
"400900010012","NORTH TONAWANDA MIDDLE SCHOOL",2014,"40090001","NORTH TONAWANDA CITY SD","LISA COLBURN","1500 VANDERBILT AVE","NORTH TONAWANDA","7168073700","7-8, UE, US",46,0,0,0,0,1,2,9,20,165,0,222,1,0,50,12,4,0,0,0,1,0,1,0
"412902060009","WESTMORELAND ROAD ELEMENTARY SCHOOL",2012,"41290206","WHITESBORO CSD","DAVID RUSSO","8596 WESTMORELAND RD","WHITESBORO","3152663442","K-5",34,0,0,0,0,2,6,1,3,37,0,53,0,0,25,12,2,0,0,0,0,0,1,0
"420101060000","WEST GENESEE CENTRAL SCHOOL DISTRICT",2012,"42010106","WEST GENESEE CSD","CHRISTOPHER BROWN","300 SANDERSON DR","CAMILLUS","3154874562","K-12, UE, US",357,0,0,0,0,7,2,53,15,911,0,1341,1,0,38,13,41,5,95,19,4,0,8,0
"420101060001","EAST HILL ELEMENTARY SCHOOL",2012,"42010106","WEST GENESEE CSD","LISA CRAIG","401 BLACKMORE RD","CAMILLUS","3154874648","K-5",28,0,0,0,0,1,4,2,7,30,0,61,0,0,50,14,1,1,0,0,0,0,1,0
"401001060000","STARPOINT CENTRAL SCHOOL DISTRICT",2014,"40100106","STARPOINT CSD","C DOUGLAS WHELAN","4363 MAPLETON RD","LOCKPORT","7162102352","PK-12, UE, US",204,0,0,1,0,0,0,17,8,480,0,711,2,0,40,8,25,0,31,0,3,0,4,0
"401001060001","STARPOINT HIGH SCHOOL",2014,"40100106","STARPOINT CSD","GIL LICATA","4363 MAPLETON RD","LOCKPORT","7162102300","9-12, US",59,0,0,0,0,0,0,7,12,209,0,286,0,0,0,5,7,0,0,0,2,0,1,0
"420101060003","STONEHEDGE ELEMENTARY SCHOOL",2012,"42010106","WEST GENESEE CSD","GARY GERST","400 SANDERSON DR","CAMILLUS","3154874631","K-5, UE",60,0,0,0,0,1,2,8,13,74,0,128,0,0,17,15,2,2,0,0,0,0,2,0
"420101060005","ONONDAGA ROAD ELEMENTARY SCHOOL",2012,"42010106","WEST GENESEE CSD","DEBORAH GEISS","703 ONONDAGA RD","SYRACUSE","3154874653","K-5",21,0,0,0,0,0,0,1,5,17,0,44,0,0,33,24,2,0,0,0,0,0,1,0
"401001060002","REGAN INTERMEDIATE SCHOOL",2014,"40100106","STARPOINT CSD","MAUREEN BRAUNSCHEIDEL","4363 MAPLETON RD","LOCKPORT","7162102150","3-5, UE",49,0,0,1,2,0,0,7,14,45,2,83,1,1,33,7,3,0,0,0,0,0,1,0
"401001060003","FRICANO PRIMARY SCHOOL",2014,"40100106","STARPOINT CSD","BONNIE STAFFORD","4363 MAPLETON RD","LOCKPORT","7162102100","K-2",40,0,0,0,0,0,0,2,5,36,0,54,0,0,67,11,4,0,0,0,0,0,1,0
"401001060004","STARPOINT MIDDLE SCHOOL",2014,"40100106","STARPOINT CSD","JAMES BRYER","4363 MAPLETON RD","LOCKPORT","7162102200","6-8, UE",56,0,0,0,0,0,0,1,2,190,0,288,1,0,50,9,6,0,0,0,1,0,1,0
"420101060006","SPLIT ROCK ELEMENTARY SCHOOL",2012,"42010106","WEST GENESEE CSD","TODD FREEMAN","4151 SPLIT ROCK RD","CAMILLUS","3154874656","K-5",25,0,0,0,0,0,0,2,8,20,0,50,0,0,67,12,1,1,0,0,0,0,1,0
"420101060008","WEST GENESEE MIDDLE SCHOOL",2012,"42010106","WEST GENESEE CSD","EARL SANDERSON","500 SANDERSON DR","CAMILLUS","3154874615","6-8, US",51,0,0,0,0,1,2,12,24,184,0,256,1,0,50,11,5,0,0,0,1,0,1,0
"420101060009","WEST GENESEE SENIOR HIGH SCHOOL",2012,"42010106","WEST GENESEE CSD","BARRY COPELAND","5201 W GENESEE ST","CAMILLUS","3154874592","9-12, US",110,0,0,0,0,2,2,21,19,376,0,510,0,0,50,9,14,0,0,0,2,0,1,0
"401201060000","ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT",2014,"40120106","ROYALTON-HARTLAND CSD","ROGER KLATT","54 STATE ST","MIDDLEPORT","7167352000","PK-12, UE, US",109,0,0,1,1,3,3,11,10,286,0,431,3,1,20,7,14,1,22,1,0,0,3,0
"401201060001","ROYALTON-HARTLAND ELEMENTARY SCHOOL",2014,"40120106","ROYALTON-HARTLAND CSD","DONNA VAN SLYKE","4500 ORCHARD PL","GASPORT","7167352000","PK-4",37,0,0,0,0,0,0,3,8,40,0,77,0,0,0,3,2,0,0,0,0,0,1,0
"420101060011","CAMILLUS MIDDLE SCHOOL",2012,"42010106","WEST GENESEE CSD","BETH LOZIER","5525 IKE DIXON RD","CAMILLUS","3156723159","6-8, US",38,0,0,0,0,1,3,4,11,142,0,189,0,0,20,20,4,0,0,0,1,0,1,0
"420303060000","NORTH SYRACUSE CENTRAL SCHOOL DISTRICT",2012,"42030306","NORTH SYRACUSE CSD","KIM DYCE FAUCETTE","5355 W TAFT RD","NORTH SYRACUSE","3152182151","PK-12, UE, US",653,1,0,1,0,5,1,148,23,1564,0,2177,10,0,49,13,75,3,215,5,8,0,11,0
"401201060003","ROYALTON-HARTLAND HIGH SCHOOL",2014,"40120106","ROYALTON-HARTLAND CSD","GARY BELL","54 STATE ST","MIDDLEPORT","7167352000","9-12",26,0,0,1,4,1,4,2,8,110,1,146,3,2,50,14,3,0,0,0,0,0,1,0
"401201060004","ROYALTON-HARTLAND MIDDLE SCHOOL",2014,"40120106","ROYALTON-HARTLAND CSD","JOHN FISGUS","78 STATE ST","MIDDLEPORT","7167352000","5-8, UE, US",36,0,0,0,0,2,6,4,11,120,0,164,0,0,20,9,2,0,0,0,0,0,1,0
"401301040000","BARKER CENTRAL SCHOOL DISTRICT",2014,"40130104","BARKER CSD","ROGER KLATT","1628 QUAKER RD","BARKER","7167953832","PK-12, US",76,1,1,1,1,1,1,30,39,206,0,296,5,2,33,8,9,1,18,1,0,0,2,0
"420303060001","ALLEN ROAD ELEMENTARY SCHOOL",2012,"42030306","NORTH SYRACUSE CSD","DAVID LUNDEN","803 ALLEN RD","NORTH SYRACUSE","3152182300","K-4",26,0,0,0,0,0,0,6,23,29,0,47,0,0,,8,2,0,0,0,0,0,1,0
"420303060002","KARL W SAILE BEAR ROAD ELEMENTARY SCHOOL",2012,"42030306","NORTH SYRACUSE CSD","MATTHEW MOTALA","5590 BEAR RD","NORTH SYRACUSE","3152182400","K-4",40,0,0,0,0,0,0,12,30,43,0,60,0,0,,8,6,0,0,0,0,0,1,0
"420303060003","CICERO ELEMENTARY SCHOOL",2012,"42030306","NORTH SYRACUSE CSD","KATHLEEN WHEELER","5979 RT 31","CICERO","3152182500","K-4",36,0,0,0,0,0,0,9,25,39,0,64,0,0,50,10,2,0,0,0,0,0,1,0
"401301040002","PRATT ELEMENTARY SCHOOL",2014,"40130104","BARKER CSD","JOHN HOAR","1628 QUAKER RD","BARKER","7167953237","PK-6",28,1,4,1,4,0,0,8,29,44,2,63,1,2,50,4,1,0,0,0,0,0,1,0
"401301040003","BARKER JUNIOR/SENIOR HIGH SCHOOL",2014,"40130104","BARKER CSD","BARBARA CONVERSO","1628 QUAKER RD","BARKER","7167953201","7-12, US",32,0,0,0,0,1,3,13,41,123,0,146,3,2,,12,2,0,0,0,0,0,1,0
"420303060004","LAKESHORE ROAD ELEMENTARY SCHOOL",2012,"42030306","NORTH SYRACUSE CSD","JOHN COLE","7180 LAKESHORE RD","CICERO","3152182600","K-4",31,0,0,0,0,0,0,5,16,36,0,46,0,0,67,19,2,0,0,0,0,0,1,0
"420303060007","ROXBORO ROAD ELEMENTARY SCHOOL",2012,"42030306","NORTH SYRACUSE CSD","JACQUELINE GRACE-RASHEED","200 BERNARD ST","SYRACUSE","3152182700","K-4, UE",32,0,0,0,0,0,0,3,9,38,0,62,0,0,,9,1,0,0,0,0,0,1,0
"401501060000","WILSON CENTRAL SCHOOL DISTRICT",2014,"40150106","WILSON CSD","MICHAEL WENDT","412 LAKE ST","WILSON","7167519341","PK-12, UE, US",102,0,0,0,0,1,1,74,73,319,0,435,5,1,0,10,11,0,24,1,0,1,4,0
"401501060001","W H STEVENSON ELEMENTARY SCHOOL",2014,"40150106","WILSON CSD","VACANT VACANT","3745 RANSOMVILLE RD","RANSOMVILLE","7167519341","PK-5",18,0,0,0,0,0,0,15,83,31,0,40,0,0,,11,0,0,0,0,0,0,1,0
"401501060002","THOMAS MARKS ELEMENTARY SCHOOL",2014,"40150106","WILSON CSD","JOHN DIODATE","430 YOUNG ST","WILSON","7167519341","K-5",19,0,0,0,0,0,0,15,79,22,0,33,0,0,,11,0,0,0,0,0,0,1,0
"420303060008","SMITH ROAD ELEMENTARY SCHOOL",2012,"42030306","NORTH SYRACUSE CSD","JEANNETTE CLARK","5959 SMITH RD","NORTH SYRACUSE","3152182800","K-4, UE",32,0,0,0,0,0,0,7,22,27,0,49,0,0,50,12,5,0,0,0,0,0,1,0
"420303060009","GILLETTE ROAD MIDDLE SCHOOL",2012,"42030306","NORTH SYRACUSE CSD","BARBARA POOLE","6150 S BAY RD","CICERO","3152183000","5-7, UE, US",80,0,0,0,0,1,1,29,36,269,0,350,0,0,75,9,6,0,0,0,2,0,1,0
"420303060010","NORTH SYRACUSE JUNIOR HIGH SCHOOL",2012,"42030306","NORTH SYRACUSE CSD","CONSTANCE TUROSE","5353 W TAFT RD","NORTH SYRACUSE","3152183600","8-9, US",110,1,1,1,1,1,1,24,22,369,0,514,6,1,42,14,10,0,0,0,2,0,1,0
"401501060003","WILSON HIGH SCHOOL",2014,"40150106","WILSON CSD","DANIEL JOHNSON","374-80 LAKE ST","WILSON","7167519341","6-12, UE, US",59,0,0,0,0,1,2,40,68,258,0,332,5,2,0,9,4,1,0,0,0,1,2,0
"410401060000","ADIRONDACK CENTRAL SCHOOL DISTRICT",2014,"41040106","ADIRONDACK CSD","FREDERICK MORGAN","110 FORD ST","BOONVILLE","3159429200","PK-12, UE, US",118,0,0,1,1,3,3,12,10,302,0,455,5,1,0,13,13,0,31,0,0,0,5,0
"420303060011","ROXBORO ROAD MIDDLE SCHOOL",2012,"42030306","NORTH SYRACUSE CSD","DAVID SHAW","300 BERNARD ST","SYRACUSE","3152183300","5-7, UE, US",63,0,0,0,0,0,0,17,27,113,0,146,0,0,,11,6,0,0,0,1,0,0,0
"420303060014","CICERO-NORTH SYRACUSE HIGH SCHOOL",2012,"42030306","NORTH SYRACUSE CSD","MELISSA JULIAN","6002 RT 31","CICERO","3152184002","10-12, US",144,0,0,0,0,2,1,22,15,491,0,644,3,0,17,9,13,0,0,0,0,0,4,0
"410401060001","ADIRONDACK MIDDLE SCHOOL",2014,"41040106","ADIRONDACK CSD","PATRICIA THOMAS","8181 STATE RT 294","BOONVILLE","3159429202","6-8, UE, US",22,0,0,0,0,1,5,6,27,80,0,101,0,0,0,29,2,0,0,0,0,0,1,0
"410401060002","WEST LEYDEN ELEMENTARY SCHOOL",2014,"41040106","ADIRONDACK CSD","EDWARD NIZNIK","1157 FISH CREEK RD","WEST LEYDEN","3159429280","PK-5",13,0,0,0,0,1,8,1,8,7,0,37,0,0,0,21,1,0,0,0,0,0,1,0
"410401060003","FORESTPORT ELEMENTARY SCHOOL",2014,"41040106","ADIRONDACK CSD","LINDA GUERNSEY","10275 STATE RT 28","FORESTPORT","3153922700","PK-5",8,0,0,0,0,0,0,1,13,6,0,20,0,0,,0,1,0,0,0,0,0,1,0
"420303060015","MAIN STREET ELEMENTARY SCHOOL",2012,"42030306","NORTH SYRACUSE CSD","DAWN HUSSEIN","205 S MAIN ST","NORTH SYRACUSE","3152182200",,18,0,0,0,0,0,0,5,28,7,0,25,0,0,0,5,0,0,0,0,0,0,1,0
"420401060000","EAST SYRACUSE-MINOA CENTRAL SCHOOL DISTRICT",2012,"42040106","EAST SYRACUSE-MINOA CSD","DONNA DESIATO","407 FREMONT RD","EAST SYRACUSE","3154343012","PK-12, UE, US",320,0,0,0,0,1,0,48,15,695,0,1187,0,0,4,7,40,5,128,2,5,0,7,0
"420401060001","PARK HILL SCHOOL",2012,"42040106","EAST SYRACUSE-MINOA CSD","CAROL FELDMEIER","303 ROBY AVE","EAST SYRACUSE","3154343800",,6,0,0,0,0,0,0,0,0,0,,12,0,0,,0,0,1,0,0,0,0,1,0
"410401060004","BOONVILLE ELEMENTARY SCHOOL",2014,"41040106","ADIRONDACK CSD","WENDY KEEHFUS-JONES","110 FORD ST","BOONVILLE","3159429220","PK-5, UE",29,0,0,0,0,0,0,1,3,46,0,74,0,0,0,3,6,0,0,0,0,0,1,0
"410401060005","ADIRONDACK HIGH SCHOOL",2014,"41040106","ADIRONDACK CSD","HEIDI SMITH","8181 STATE RT 294","BOONVILLE","3159429250","9-12, US",34,0,0,1,3,1,3,2,6,125,0,163,5,3,0,6,4,0,0,0,0,0,1,0
"420401060002","FREMONT ELEMENTARY SCHOOL",2012,"42040106","EAST SYRACUSE-MINOA CSD","JANICE AHLSEN","115 RICHMOND RD W","EAST SYRACUSE","3154343480","K-5",24,0,0,0,0,0,0,3,13,23,0,44,0,0,0,18,2,1,0,0,0,0,1,0
"420401060003","EAST SYRACUSE ELEMENTARY SCHOOL",2012,"42040106","EAST SYRACUSE-MINOA CSD","PATRICIA CHARBONEAU","230 KINNE ST","EAST SYRACUSE","3154343850","K-5",31,0,0,0,0,0,0,5,16,32,0,78,0,0,0,9,3,0,0,0,0,0,1,0
"410601040000","CAMDEN CENTRAL SCHOOL DISTRICT",2014,"41060104","CAMDEN CSD","MARY LYNNE SZCZERBA","51 THIRD ST","CAMDEN","3152454075","PK-12, UE, US",209,0,0,0,0,5,2,32,15,436,0,801,1,0,25,7,6,0,50,1,3,0,6,0
"410601040002","MCCONNELLSVILLE ELEMENTARY SCHOOL",2014,"41060104","CAMDEN CSD","CRAIG FERRETTI","8564 STATE RT 13","BLOSSVALE","3152453412","PK-5",22,0,0,0,0,1,5,2,9,19,0,37,0,0,0,5,1,5,0,0,0,0,1,0
"410601040003","NORTH BAY AREA SCHOOL",2014,"41060104","CAMDEN CSD","SHARON KIRCH","2050 STATE RT 49","NORTH BAY","3152452640","PK-5",15,0,0,0,0,2,13,0,0,11,0,29,0,0,0,12,1,0,0,0,0,0,1,0
"420401060004","WOODLAND ELEMENTARY SCHOOL",2012,"42040106","EAST SYRACUSE-MINOA CSD","TOM COLABUFO","6316 FREMONT RD","EAST SYRACUSE","3154343440","K-5, UE",32,0,0,0,0,1,3,2,6,52,0,71,0,0,0,9,3,0,0,0,0,0,1,1
"420401060005","EAST SYRACUSE-MINOA CENTRAL HIGH SCHOOL",2012,"42040106","EAST SYRACUSE-MINOA CSD","EDGAR AMES","6400 FREMONT RD","EAST SYRACUSE","3154343300","9-12, US",104,0,0,0,0,0,0,22,21,292,0,498,0,0,0,4,9,2,0,0,3,0,1,0
"420401060009","MINOA ELEMENTARY SCHOOL",2012,"42040106","EAST SYRACUSE-MINOA CSD","MARY WARD","501 N MAIN ST","MINOA","3154343420","K-5",31,0,0,0,0,0,0,3,10,29,0,57,0,0,50,13,3,0,0,0,0,0,1,0
"410601040004","ANNSVILLE AREA SCHOOL",2014,"41060104","CAMDEN CSD","PATRICIA FALLON","9374 MAIN ST","TABERG","3153348030","PK-5",14,0,0,0,0,0,0,0,0,10,0,26,0,0,50,13,1,0,0,0,0,0,1,0
"410601040006","CAMDEN SENIOR HIGH SCHOOL",2014,"41060104","CAMDEN CSD","HEATHER WIELAND","55 OSWEGO ST","CAMDEN","3152453168","9-12, US",57,0,0,0,0,0,0,12,21,169,0,286,0,0,,5,5,0,0,0,2,0,1,0
"420401060010","PINE GROVE MIDDLE SCHOOL",2012,"42040106","EAST SYRACUSE-MINOA CSD","KELLY SAJNOG","6318 FREMONT RD","EAST SYRACUSE","3154343050","6-8, US",75,0,0,0,0,0,0,8,11,233,0,339,0,0,0,4,6,1,0,0,2,0,1,0
"420411060000","JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT",2012,"42041106","JAMESVILLE-DEWITT CSD","ALICE KENDRICK","6845 EDINGER DR","DEWITT","3154458304","K-12, UE, US",227,0,0,0,0,4,2,31,14,644,0,910,2,0,30,15,21,0,82,11,4,0,5,0
"410601040007","CAMDEN ELEMENTARY SCHOOL",2014,"41060104","CAMDEN CSD","NICHOLAS PULIZZI","1 OSWEGO ST","CAMDEN","3152452616","PK-5, UE",34,0,0,0,0,1,3,12,35,41,0,65,0,0,20,6,1,0,0,0,0,0,1,0
"410601040010","CAMDEN MIDDLE SCHOOL",2014,"41060104","CAMDEN CSD","MARY WALKER","32 UNION ST","CAMDEN","3152450080","6-8, UE, US",51,0,0,0,0,1,2,4,8,149,0,280,1,0,50,8,3,0,0,0,1,0,1,0
"411101060000","CLINTON CENTRAL SCHOOL DISTRICT",2014,"41110106","CLINTON CSD","MATTHEW REILLY","75 CHENANGO AVE","CLINTON","3155572253","K-12, UE, US",93,0,0,0,0,1,1,7,8,221,0,319,2,1,21,8,9,2,23,1,0,0,3,0
"420411060002","JAMESVILLE ELEMENTARY SCHOOL",2012,"42041106","JAMESVILLE-DEWITT CSD","COLLEEN TEDESCHI","6409 E SENECA TPKE","JAMESVILLE","3154458460","K-4, UE",22,0,0,0,0,0,0,2,9,27,0,48,0,0,0,12,1,0,0,0,0,0,1,0
"420411060003","MOSES DEWITT ELEMENTARY SCHOOL",2012,"42041106","JAMESVILLE-DEWITT CSD","MARY SYLVESTER","201 JAMESVILLE RD","DEWITT","3154458370","K-4, UE",18,0,0,0,0,1,6,3,17,23,0,36,0,0,33,23,1,0,0,0,0,0,1,0
"420411060004","TECUMSEH ELEMENTARY SCHOOL",2012,"42041106","JAMESVILLE-DEWITT CSD","JILL ZERRILLO","901 NOTTINGHAM RD","JAMESVILLE","3154458320","K-4, UE",25,0,0,0,0,0,0,0,0,30,0,40,0,0,20,18,1,0,0,0,0,0,1,0
"411101060001","CLINTON ELEMENTARY SCHOOL",2014,"41110106","CLINTON CSD","STEVEN MARCUS","75 CHENANGO AVE","CLINTON","3155572255","K-5, UE",39,0,0,0,0,1,3,3,8,45,0,79,0,0,33,7,2,0,0,0,0,0,1,0
"411101060004","CLINTON MIDDLE SCHOOL",2014,"41110106","CLINTON CSD","SHAUN CARNEY","75 CHENANGO AVE","CLINTON","3155572260","6-8, US",21,0,0,0,0,0,0,1,5,70,0,98,0,0,0,17,1,1,0,0,0,0,1,0
"420411060005","JAMESVILLE-DEWITT MIDDLE SCHOOL",2012,"42041106","JAMESVILLE-DEWITT CSD","PETER SMITH","6280 RANDALL RD","JAMESVILLE","3154458360","5-8, UE, US",77,0,0,0,0,0,0,14,18,280,0,383,1,0,33,14,5,0,0,0,2,0,1,0
"420411060006","JAMESVILLE-DEWITT HIGH SCHOOL",2012,"42041106","JAMESVILLE-DEWITT CSD","PAUL GASPARINI","6845 EDINGER DR","DEWITT","3154458340","9-12, US",71,0,0,0,0,3,4,11,15,244,0,348,1,0,40,9,7,0,0,0,2,0,1,0
"411101060005","CLINTON SENIOR HIGH SCHOOL",2014,"41110106","CLINTON CSD","MATTHEW LEE","75 CHENANGO AVE","CLINTON","3155572232","9-12",33,0,0,0,0,0,0,3,9,106,0,142,2,1,0,3,3,0,0,0,0,0,1,0
"411501060000","NEW HARTFORD CENTRAL SCHOOL DISTRICT",2014,"41150106","NEW HARTFORD CSD","ROBERT NOLE","33 OXFORD RD","NEW HARTFORD","3156241218","K-12, UE, US",216,0,0,1,0,7,3,37,17,533,0,748,5,1,27,10,28,0,30,3,2,0,5,0
"411501060001","NEW HARTFORD SENIOR HIGH SCHOOL",2014,"41150106","NEW HARTFORD CSD","JENNIFER SPRING","33 OXFORD RD","NEW HARTFORD","3156241214","10-12, US",41,0,0,0,0,1,2,9,22,115,0,149,0,0,33,7,6,0,0,0,1,0,1,0
"420501060000","JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT",2012,"42050106","JORDAN-ELBRIDGE CSD","JAMES FROIO","9 N CHAPPELL ST","JORDAN","3156898500","PK-12, UE, US",112,0,0,0,0,3,3,28,25,289,0,442,5,1,29,19,9,1,20,1,1,0,3,0
"420501060001","ELBRIDGE ELEMENTARY SCHOOL",2012,"42050106","JORDAN-ELBRIDGE CSD","JANICE SCHUE","130 E MAIN ST","ELBRIDGE","3156898540","K-3",31,0,0,0,0,1,3,6,19,24,0,74,0,0,40,14,3,0,0,0,0,0,1,0
"420501060002","RAMSDELL ELEMENTARY SCHOOL",2012,"42050106","JORDAN-ELBRIDGE CSD","DAVID SHAFER","9 CHAPPELL ST","JORDAN","3156898530","4-5, UE",18,0,0,0,0,0,0,7,39,27,0,39,0,0,,20,2,0,0,0,0,0,1,0
"411501060003","HUGHES ELEMENTARY SCHOOL",2014,"41150106","NEW HARTFORD CSD","ALLEN HYDE","340 HIGBY RD","NEW HARTFORD","3157389350","K-6",34,0,0,0,0,1,3,3,9,35,0,64,0,0,,6,2,0,0,0,0,0,1,0
"411501060004","ROBERT L BRADLEY ELEMENTARY SCHOOL",2014,"41150106","NEW HARTFORD CSD","MAUREEN FUTSCHER","33 OXFORD RD","NEW HARTFORD","3156241220","K-6, UE",36,0,0,0,0,2,6,5,14,44,0,70,1,1,33,16,3,0,0,0,0,0,1,0
"420501060003","JORDAN-ELBRIDGE HIGH SCHOOL",2012,"42050106","JORDAN-ELBRIDGE CSD","MARY MADONNA","5721 HAMILTON RD","JORDAN","3156898510","9-12, US",33,0,0,0,0,1,3,10,30,140,0,173,4,2,,24,2,0,0,0,1,0,1,0
"420501060004","JORDAN-ELBRIDGE MIDDLE SCHOOL",2012,"42050106","JORDAN-ELBRIDGE CSD","DAVID SHAFER","9 N CHAPPELL ST","JORDAN","3156898520","6-8, US",26,0,0,0,0,0,0,4,15,92,0,140,1,1,,15,2,1,0,0,0,0,0,0
"411501060005","MYLES ELEMENTARY SCHOOL",2014,"41150106","NEW HARTFORD CSD","CYNTHIA LANGONE","100 CLINTON RD","NEW HARTFORD","3157389600","K-6, UE",33,0,0,0,0,1,3,3,9,52,0,80,1,1,0,7,3,0,0,0,0,0,1,0
"411501060006","PERRY JUNIOR HIGH SCHOOL",2014,"41150106","NEW HARTFORD CSD","KEITH LEVATINO","9499 WESTON RD","NEW HARTFORD","3157389300","7-9",50,0,0,0,0,2,4,13,26,202,0,275,1,0,50,6,5,0,0,0,1,0,1,0
"411504020000","NEW YORK MILLS UNION FREE SCHOOL DISTRICT",2014,"41150402","NY MILLS UFSD","KATHY HOUGHTON","1 MARAUDER BLVD","NEW YORK MILLS","3157688127","K-12",49,0,0,0,0,4,8,14,29,138,0,207,1,0,20,12,6,0,1,14,0,0,2,0
"420601040000","FABIUS-POMPEY CENTRAL SCHOOL DISTRICT",2012,"42060104","FABIUS-POMPEY CSD","TIMOTHY RYAN","1211 MILL ST","FABIUS","3156835301","K-12, UE, US",75,0,0,0,0,1,1,4,5,224,0,304,3,1,0,8,9,0,18,0,1,0,2,0
