"ENTITY_CD","ENTITY_NAME","YEAR","SUBGROUP_NAME","Completers","HSGraduates","RegentsDiplomas","PER_RegDipl","RegDipAdvDesig","PER_RegDipAdvDesig","RegDipCTE","PER_RegDipCTE","LocalDiplomas","PER_LocDip","CommCred","PER_CommCred"
"310200011429","LEGACY SCHOOL FOR INTEGRATED STUDIES",2013,"Students with Disabilities","11","8","2","25","0","00","0","00","6","75",,
"310200011432","MURRAY HILL ACADEMY",2013,"All Students","10","10","10","100","0","00","0","00","0","00",,
"310200011432","MURRAY HILL ACADEMY",2013,"General Education","10","10","10","100","0","00","0","00","0","00",,
"310200011439","MANHATTAN VILLAGE ACADEMY",2013,"All Students","108","108","108","100","91","84","0","00","0","00",,
"310200011439","MANHATTAN VILLAGE ACADEMY",2013,"General Education","97","97","97","100","85","88","0","00","0","00",,
"310200011439","MANHATTAN VILLAGE ACADEMY",2013,"Students with Disabilities","11","11","11","100","6","55","0","00","0","00",,
"310200011449","VANGUARD HIGH SCHOOL",2013,"All Students","76","76","76","100","0","00","0","00","0","00",,
"310200011449","VANGUARD HIGH SCHOOL",2013,"General Education","61","61","61","100","0","00","0","00","0","00",,
"310200011449","VANGUARD HIGH SCHOOL",2013,"Students with Disabilities","15","15","15","100","0","00","0","00","0","00",,
"310200011459","MANHATTAN INTERNATIONAL HIGH SCHOOL",2013,"All Students","49","49","48","98","0","00","0","00","1","02",,
"310200011459","MANHATTAN INTERNATIONAL HIGH SCHOOL",2013,"General Education","49","49","48","98","0","00","0","00","1","02",,
"310200011460","WASHINGTON IRVING HIGH SCHOOL",2013,"All Students","164","149","137","92","2","01","0","00","12","08",,
"310200011460","WASHINGTON IRVING HIGH SCHOOL",2013,"General Education","143","142","133","94","2","01","0","00","9","06",,
"310200011460","WASHINGTON IRVING HIGH SCHOOL",2013,"Students with Disabilities","21","7","4","57","0","00","0","00","3","43",,
"310200011475","STUYVESANT HIGH SCHOOL",2013,"All Students","825","825","825","100","806","98","0","00","0","00",,
"310200011475","STUYVESANT HIGH SCHOOL",2013,"General Education","820","820","820","100","802","98","0","00","0","00",,
"310200011475","STUYVESANT HIGH SCHOOL",2013,"Students with Disabilities","5","5","5","100","4","80","0","00","0","00",,
"310200011489","HIGH SCHOOL OF ECONOMICS & FINANCE",2013,"All Students","138","137","131","96","18","13","0","00","6","04",,
"310200011489","HIGH SCHOOL OF ECONOMICS & FINANCE",2013,"General Education","128","128","128","100","18","14","0","00","0","00",,
"310200011489","HIGH SCHOOL OF ECONOMICS & FINANCE",2013,"Students with Disabilities","10","9","3","33","0","00","0","00","6","67",,
"310200011500","UNITY CENTER FOR URBAN TECHNOLOGIES",2013,"All Students","45","45","35","78","0","00","0","00","10","22",,
"310200011500","UNITY CENTER FOR URBAN TECHNOLOGIES",2013,"General Education","39","39","35","90","0","00","0","00","4","10",,
"310200011500","UNITY CENTER FOR URBAN TECHNOLOGIES",2013,"Students with Disabilities","6","6","0","00","0","00","0","00","6","100",,
"310200011519","TALENT UNLIMITED HIGH SCHOOL",2013,"All Students","74","74","73","99","28","38","42","57","1","01",,
"310200011519","TALENT UNLIMITED HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"310200011519","TALENT UNLIMITED HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"310200011520","MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS",2013,"All Students","293","287","274","95","13","05","0","00","13","05",,
"310200011520","MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS",2013,"General Education","278","278","271","97","13","05","0","00","7","03",,
"310200011520","MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS",2013,"Students with Disabilities","15","9","3","33","0","00","0","00","6","67",,
"310200011529","JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL",2013,"All Students","138","138","122","88","17","12","0","00","16","12",,
"310200011529","JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL",2013,"General Education","122","122","117","96","17","14","0","00","5","04",,
"310200011529","JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL",2013,"Students with Disabilities","16","16","5","31","0","00","0","00","11","69",,
"310200011531","REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS",2013,"All Students","47","47","46","98","1","02","0","00","1","02",,
"310200011531","REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"310200011531","REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"310200011542","MANHATTAN BRIDGES HIGH SCHOOL",2013,"All Students","95","95","95","100","20","21","0","00","0","00",,
"310200011542","MANHATTAN BRIDGES HIGH SCHOOL",2013,"General Education","95","95","95","100","20","21","0","00","0","00",,
"310200011543","NEW DESIGN HIGH SCHOOL",2013,"All Students","80","78","65","83","0","00","0","00","13","17",,
"310200011543","NEW DESIGN HIGH SCHOOL",2013,"General Education","60","59","55","93","0","00","0","00","4","07",,
"310200011543","NEW DESIGN HIGH SCHOOL",2013,"Students with Disabilities","20","19","10","53","0","00","0","00","9","47",,
"310200011544","INDEPENDENCE HIGH SCHOOL",2013,"All Students","100","98","62","63","0","00","0","00","36","37",,
"310200011544","INDEPENDENCE HIGH SCHOOL",2013,"General Education","84","83","59","71","0","00","0","00","24","29",,
"310200011544","INDEPENDENCE HIGH SCHOOL",2013,"Students with Disabilities","16","15","3","20","0","00","0","00","12","80",,
"310200011545","HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES",2013,"All Students","90","90","89","99","72","80","0","00","1","01",,
"310200011545","HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"310200011545","HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"310200011550","LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS",2013,"All Students","54","54","52","96","15","28","0","00","2","04",,
"310200011550","LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"310200011550","LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"310200011551","URBAN ASSEMBLY NEW YORK HARBOR SCHOOL",2013,"All Students","61","61","57","93","4","07","0","00","4","07",,
"310200011551","URBAN ASSEMBLY NEW YORK HARBOR SCHOOL",2013,"General Education","53","53","53","100","4","08","0","00","0","00",,
"310200011551","URBAN ASSEMBLY NEW YORK HARBOR SCHOOL",2013,"Students with Disabilities","8","8","4","50","0","00","0","00","4","50",,
"310200011560","HS 560 CITY-AS-SCHOOL",2013,"All Students","197","197","193","98","0","00","0","00","4","02",,
"310200011560","HS 560 CITY-AS-SCHOOL",2013,"General Education","174","174","174","100","0","00","0","00","0","00",,
"310200011560","HS 560 CITY-AS-SCHOOL",2013,"Students with Disabilities","23","23","19","83","0","00","0","00","4","17",,
"310200011565","URBAN ACADEMY LABORATORY HIGH SCHOOL",2013,"All Students","22","22","22","100","0","00","0","00","0","00",,
"310200011565","URBAN ACADEMY LABORATORY HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"310200011565","URBAN ACADEMY LABORATORY HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"310200011570","SATELLITE ACADEMY HIGH SCHOOL",2013,"All Students","102","102","91","89","0","00","0","00","11","11",,
"310200011570","SATELLITE ACADEMY HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"310200011570","SATELLITE ACADEMY HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"310200011575","MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL",2013,"All Students","157","157","133","85","26","17","0","00","24","15",,
"310200011575","MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"310200011575","MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"310200011580","RICHARD R GREEN HIGH SCHOOL OF TEACHING",2013,"All Students","92","92","84","91","6","07","0","00","8","09",,
"310200011580","RICHARD R GREEN HIGH SCHOOL OF TEACHING",2013,"General Education","82","82","80","98","5","06","0","00","2","02",,
"310200011580","RICHARD R GREEN HIGH SCHOOL OF TEACHING",2013,"Students with Disabilities","10","10","4","40","1","10","0","00","6","60",,
"310200011586","HARVEY MILK HIGH SCHOOL",2013,"All Students","15","15","13","87","0","00","0","00","2","13",,
"310200011586","HARVEY MILK HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"310200011586","HARVEY MILK HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"310200011600","HIGH SCHOOL OF FASHION INDUSTRIES (THE)",2013,"All Students","357","353","339","96","42","12","204","58","14","04",,
"310200011600","HIGH SCHOOL OF FASHION INDUSTRIES (THE)",2013,"General Education","328","328","326","99","40","12","196","60","2","01",,
"310200011600","HIGH SCHOOL OF FASHION INDUSTRIES (THE)",2013,"Students with Disabilities","29","25","13","52","2","08","8","32","12","48",,
"310200011605","HUMANITIES PREPARATORY ACADEMY",2013,"All Students","48","48","48","100","0","00","0","00","0","00",,
"310200011605","HUMANITIES PREPARATORY ACADEMY",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"310200011605","HUMANITIES PREPARATORY ACADEMY",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"310200011615","CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2013,"All Students","93","92","85","92","24","26","10","11","7","08",,
"310200011615","CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2013,"General Education","83","82","79","96","22","27","10","12","3","04",,
"310200011615","CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2013,"Students with Disabilities","10","10","6","60","2","20","0","00","4","40",,
"310200011620","NORMAN THOMAS HIGH SCHOOL",2013,"All Students","267","260","216","83","5","02","63","24","44","17",,
"310200011620","NORMAN THOMAS HIGH SCHOOL",2013,"General Education","241","239","213","89","5","02","62","26","26","11",,
"310200011620","NORMAN THOMAS HIGH SCHOOL",2013,"Students with Disabilities","26","21","3","14","0","00","1","05","18","86",,
"310200011625","HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS",2013,"All Students","270","265","248","94","3","01","0","00","17","06",,
"310200011625","HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS",2013,"General Education","238","237","231","97","3","01","0","00","6","03",,
"310200011625","HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS",2013,"Students with Disabilities","32","28","17","61","0","00","0","00","11","39",,
"310200011630","ART AND DESIGN HIGH SCHOOL",2013,"All Students","284","282","272","96","20","07","172","61","10","04",,
"310200011630","ART AND DESIGN HIGH SCHOOL",2013,"General Education","267","266","263","99","20","08","166","62","3","01",,
"310200011630","ART AND DESIGN HIGH SCHOOL",2013,"Students with Disabilities","17","16","9","56","0","00","6","38","7","44",,
"310200011655","LIFE SCIENCES SECONDARY SCHOOL",2013,"All Students","91","88","80","91","8","09","0","00","8","09",,
"310200011655","LIFE SCIENCES SECONDARY SCHOOL",2013,"General Education","75","75","73","97","8","11","0","00","2","03",,
"310200011655","LIFE SCIENCES SECONDARY SCHOOL",2013,"Students with Disabilities","16","13","7","54","0","00","0","00","6","46",,
"310200860819","JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL",2013,"All Students","77","76","31","41","0","00","0","00","45","59",,
"310200860819","JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL",2013,"General Education","50","50","27","54","0","00","0","00","23","46",,
"310200860819","JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL",2013,"Students with Disabilities","27","26","4","15","0","00","0","00","22","85",,
"310300010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 3",2013,"All Students","1796","1749","1636","94","511","29","0","00","113","06",,
"310300010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 3",2013,"General Education","1631","1625","1581","97","505","31","0","00","44","03",,
"310300010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 3",2013,"Students with Disabilities","165","124","55","44","6","05","0","00","69","56",,
"310300011283","MANHATTAN THEATRE LAB HIGH SCHOOL",2013,"All Students","49","43","37","86","2","05","0","00","6","14",,
"310300011283","MANHATTAN THEATRE LAB HIGH SCHOOL",2013,"General Education","41","40","37","93","2","05","0","00","3","08",,
"310300011283","MANHATTAN THEATRE LAB HIGH SCHOOL",2013,"Students with Disabilities","8","3","0","00","0","00","0","00","3","100",,
"310300011299","HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2013,"All Students","85","85","71","84","1","01","0","00","14","16",,
"310300011299","HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2013,"General Education","71","71","66","93","1","01","0","00","5","07",,
"310300011299","HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2013,"Students with Disabilities","14","14","5","36","0","00","0","00","9","64",,
"310300011307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES",2013,"All Students","48","48","39","81","2","04","0","00","9","19",,
"310300011307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES",2013,"General Education","40","40","37","93","2","05","0","00","3","08",,
"310300011307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES",2013,"Students with Disabilities","8","8","2","25","0","00","0","00","6","75",,
"310300011402","URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2013,"All Students","34","34","28","82","0","00","0","00","6","18",,
"310300011402","URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2013,"General Education","28","28","28","100","0","00","0","00","0","00",,
"310300011402","URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2013,"Students with Disabilities","6","6","0","00","0","00","0","00","6","100",,
"310300011403","GLOBAL LEARNING COLLABORATIVE (THE)",2013,"All Students","46","45","41","91","1","02","0","00","4","09",,
"310300011403","GLOBAL LEARNING COLLABORATIVE (THE)",2013,"General Education","39","38","38","100","1","03","0","00","0","00",,
"310300011403","GLOBAL LEARNING COLLABORATIVE (THE)",2013,"Students with Disabilities","7","7","3","43","0","00","0","00","4","57",,
"310300011404","INNOVATION DIPLOMA PLUS",2013,"All Students","54","54","41","76","0","00","0","00","13","24",,
"310300011404","INNOVATION DIPLOMA PLUS",2013,"General Education","47","47","38","81","0","00","0","00","9","19",,
"310300011404","INNOVATION DIPLOMA PLUS",2013,"Students with Disabilities","7","7","3","43","0","00","0","00","4","57",,
"310300011415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING  AND VISUAL ARTS",2013,"All Students","53","42","39","93","2","05","0","00","3","07",,
"310300011415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING  AND VISUAL ARTS",2013,"General Education","41","40","39","98","2","05","0","00","1","03",,
"310300011415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING  AND VISUAL ARTS",2013,"Students with Disabilities","12","2","0","00","0","00","0","00","2","100",,
"310300011479","BEACON HIGH SCHOOL",2013,"All Students","260","260","260","100","0","00","0","00","0","00",,
"310300011479","BEACON HIGH SCHOOL",2013,"General Education","251","251","251","100","0","00","0","00","0","00",,
"310300011479","BEACON HIGH SCHOOL",2013,"Students with Disabilities","9","9","9","100","0","00","0","00","0","00",,
"310300011485","FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC, ART AND PERFORMING ARTS",2013,"All Students","636","636","636","100","451","71","0","00","0","00",,
"310300011485","FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC, ART AND PERFORMING ARTS",2013,"General Education","626","626","626","100","445","71","0","00","0","00",,
"310300011485","FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC, ART AND PERFORMING ARTS",2013,"Students with Disabilities","10","10","10","100","6","60","0","00","0","00",,
"310300011492","HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2013,"All Students","96","96","92","96","16","17","0","00","4","04",,
"310300011492","HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2013,"General Education","89","89","88","99","16","18","0","00","1","01",,
"310300011492","HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2013,"Students with Disabilities","7","7","4","57","0","00","0","00","3","43",,
"310300011494","HIGH SCHOOL OF ARTS AND TECHNOLOGY",2013,"All Students","106","98","92","94","4","04","0","00","6","06",,
"310300011494","HIGH SCHOOL OF ARTS AND TECHNOLOGY",2013,"General Education","90","89","88","99","4","04","0","00","1","01",,
"310300011494","HIGH SCHOOL OF ARTS AND TECHNOLOGY",2013,"Students with Disabilities","16","9","4","44","0","00","0","00","5","56",,
"310300011505","EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL",2013,"All Students","143","140","103","74","1","01","0","00","37","26",,
"310300011505","EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL",2013,"General Education","114","114","97","85","1","01","0","00","17","15",,
"310300011505","EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL",2013,"Students with Disabilities","29","26","6","23","0","00","0","00","20","77",,
"310300011541","MANHATTAN/HUNTER SCIENCE HIGH SCHOOL",2013,"All Students","110","110","110","100","29","26","0","00","0","00",,
"310300011541","MANHATTAN/HUNTER SCIENCE HIGH SCHOOL",2013,"General Education","104","104","104","100","29","28","0","00","0","00",,
"310300011541","MANHATTAN/HUNTER SCIENCE HIGH SCHOOL",2013,"Students with Disabilities","6","6","6","100","0","00","0","00","0","00",,
"310300011860","FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL",2013,"All Students","52","52","46","88","2","04","0","00","6","12",,
"310300011860","FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL",2013,"General Education","46","46","44","96","2","04","0","00","2","04",,
"310300011860","FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL",2013,"Students with Disabilities","6","6","2","33","0","00","0","00","4","67",,
"310300860871","OPPORTUNITY CHARTER SCHOOL",2013,"All Students","42","37","24","65","0","00","0","00","13","35",,
"310300860871","OPPORTUNITY CHARTER SCHOOL",2013,"General Education","28","26","21","81","0","00","0","00","5","19",,
"310300860871","OPPORTUNITY CHARTER SCHOOL",2013,"Students with Disabilities","14","11","3","27","0","00","0","00","8","73",,
"310400010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 4",2013,"All Students","796","763","715","94","226","30","0","00","48","06",,
"310400010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 4",2013,"General Education","700","697","687","99","226","32","0","00","10","01",,
"310400010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 4",2013,"Students with Disabilities","96","66","28","42","0","00","0","00","38","58",,
"310400011409","COALITION SCHOOL FOR SOCIAL CHANGE",2013,"All Students","48","43","36","84","0","00","0","00","7","16",,
"310400011409","COALITION SCHOOL FOR SOCIAL CHANGE",2013,"General Education","34","34","32","94","0","00","0","00","2","06",,
"310400011409","COALITION SCHOOL FOR SOCIAL CHANGE",2013,"Students with Disabilities","14","9","4","44","0","00","0","00","5","56",,
"310400011435","MANHATTAN CENTER FOR SCIENCE & MATHEMATICS",2013,"All Students","419","411","402","98","182","44","0","00","9","02",,
"310400011435","MANHATTAN CENTER FOR SCIENCE & MATHEMATICS",2013,"General Education","397","395","395","100","182","46","0","00","0","00",,
"310400011435","MANHATTAN CENTER FOR SCIENCE & MATHEMATICS",2013,"Students with Disabilities","22","16","7","44","0","00","0","00","9","56",,
"310400011495","PARK EAST HIGH SCHOOL",2013,"All Students","64","64","60","94","3","05","0","00","4","06",,
"310400011495","PARK EAST HIGH SCHOOL",2013,"General Education","56","56","55","98","3","05","0","00","1","02",,
"310400011495","PARK EAST HIGH SCHOOL",2013,"Students with Disabilities","8","8","5","63","0","00","0","00","3","38",,
"310400011555","CENTRAL PARK EAST HIGH SCHOOL",2013,"All Students","92","90","81","90","19","21","0","00","9","10",,
"310400011555","CENTRAL PARK EAST HIGH SCHOOL",2013,"General Education","84","84","79","94","19","23","0","00","5","06",,
"310400011555","CENTRAL PARK EAST HIGH SCHOOL",2013,"Students with Disabilities","8","6","2","33","0","00","0","00","4","67",,
"310400011610","YOUNG WOMEN'S LEADERSHIP SCHOOL",2013,"All Students","67","67","62","93","20","30","0","00","5","07",,
"310400011610","YOUNG WOMEN'S LEADERSHIP SCHOOL",2013,"General Education","59","59","59","100","20","34","0","00","0","00",,
"310400011610","YOUNG WOMEN'S LEADERSHIP SCHOOL",2013,"Students with Disabilities","8","8","3","38","0","00","0","00","5","63",,
"310400011635","ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL",2013,"All Students","40","39","31","79","0","00","0","00","8","21",,
"310400011635","ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL",2013,"General Education","32","32","30","94","0","00","0","00","2","06",,
"310400011635","ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL",2013,"Students with Disabilities","8","7","1","14","0","00","0","00","6","86",,
"310400011680","HERITAGE SCHOOL (THE)",2013,"All Students","45","42","39","93","2","05","0","00","3","07",,
"310400011680","HERITAGE SCHOOL (THE)",2013,"General Education","36","36","36","100","2","06","0","00","0","00",,
"310400011680","HERITAGE SCHOOL (THE)",2013,"Students with Disabilities","9","6","3","50","0","00","0","00","3","50",,
"310400860849","HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL",2013,"All Students","19","19","19","100","2","11","0","00","0","00",,
"310400860849","HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"310400860849","HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"310500010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 5",2013,"All Students","759","720","661","92","147","20","0","00","59","08",,
"310500010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 5",2013,"General Education","674","668","645","97","146","22","0","00","23","03",,
"310500010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 5",2013,"Students with Disabilities","85","52","16","31","1","02","0","00","36","69",,
"310500011285","HARLEM RENAISSANCE HIGH SCHOOL",2013,"All Students","66","66","52","79","0","00","0","00","14","21",,
"310500011285","HARLEM RENAISSANCE HIGH SCHOOL",2013,"General Education","57","57","49","86","0","00","0","00","8","14",,
"310500011285","HARLEM RENAISSANCE HIGH SCHOOL",2013,"Students with Disabilities","9","9","3","33","0","00","0","00","6","67",,
"310500011304","MOTT HALL HIGH SCHOOL",2013,"All Students","86","84","80","95","7","08","0","00","4","05",,
"310500011304","MOTT HALL HIGH SCHOOL",2013,"General Education","81","81","79","98","7","09","0","00","2","02",,
"310500011304","MOTT HALL HIGH SCHOOL",2013,"Students with Disabilities","5","3","1","33","0","00","0","00","2","67",,
"310500011367","ACADEMY FOR SOCIAL ACTION-A COLLEGE BOARD SCHOOL",2013,"All Students","50","50","43","86","7","14","0","00","7","14",,
"310500011367","ACADEMY FOR SOCIAL ACTION-A COLLEGE BOARD SCHOOL",2013,"General Education","44","44","42","95","7","16","0","00","2","05",,
"310500011367","ACADEMY FOR SOCIAL ACTION-A COLLEGE BOARD SCHOOL",2013,"Students with Disabilities","6","6","1","17","0","00","0","00","5","83",,
"310500011369","URBAN ASSEMBLY FOR THE PERFORMING ARTS",2013,"All Students","46","46","37","80","0","00","0","00","9","20",,
"310500011369","URBAN ASSEMBLY FOR THE PERFORMING ARTS",2013,"General Education","38","38","35","92","0","00","0","00","3","08",,
"310500011369","URBAN ASSEMBLY FOR THE PERFORMING ARTS",2013,"Students with Disabilities","8","8","2","25","0","00","0","00","6","75",,
"310500011469","CHOIR ACADEMY OF HARLEM",2013,"All Students","11","11","9","82","0","00","0","00","2","18",,
"310500011469","CHOIR ACADEMY OF HARLEM",2013,"General Education","11","11","9","82","0","00","0","00","2","18",,
"310500011499","FREDERICK DOUGLASS ACADEMY",2013,"All Students","213","213","212","100","48","23","0","00","1","00",,
"310500011499","FREDERICK DOUGLASS ACADEMY",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"310500011499","FREDERICK DOUGLASS ACADEMY",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"310500011670","THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CHANGE",2013,"All Students","93","93","84","90","1","01","0","00","9","10",,
"310500011670","THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CHANGE",2013,"General Education","81","81","81","100","1","01","0","00","0","00",,
"310500011670","THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CHANGE",2013,"Students with Disabilities","12","12","3","25","0","00","0","00","9","75",,
"310500011685","BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL",2013,"All Students","69","60","52","87","0","00","0","00","8","13",,
"310500011685","BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL",2013,"General Education","58","55","51","93","0","00","0","00","4","07",,
"310500011685","BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL",2013,"Students with Disabilities","11","5","1","20","0","00","0","00","4","80",,
"310500011692","HIGH SCHOOL MATH SCIENCE AND ENGINEERING AT CCNY",2013,"All Students","91","91","91","100","84","92","0","00","0","00",,
"310500011692","HIGH SCHOOL MATH SCIENCE AND ENGINEERING AT CCNY",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"310500011692","HIGH SCHOOL MATH SCIENCE AND ENGINEERING AT CCNY",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"310500860848","HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS",2013,"All Students","17","17","17","100","1","06","0","00","0","00",,
"310500860848","HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"310500860848","HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"310500860858","KIPP SUCCESS THROUGH TEAMWORK ACHIEVE & RESPON COL PREP CHARTER SCH",2013,"All Students","28","28","28","100","10","36","0","00","0","00",,
"310500860858","KIPP SUCCESS THROUGH TEAMWORK ACHIEVE & RESPON COL PREP CHARTER SCH",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"310500860858","KIPP SUCCESS THROUGH TEAMWORK ACHIEVE & RESPON COL PREP CHARTER SCH",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"310500860864","HARLEM CHILDREN'S ZONE PROMISE ACADEMY CHARTER SCHOOL",2013,"All Students","65","64","63","98","15","23","0","00","1","02",,
"310500860864","HARLEM CHILDREN'S ZONE PROMISE ACADEMY CHARTER SCHOOL",2013,"General Education","55","55","55","100","14","25","0","00","0","00",,
"310500860864","HARLEM CHILDREN'S ZONE PROMISE ACADEMY CHARTER SCHOOL",2013,"Students with Disabilities","10","9","8","89","1","11","0","00","1","11",,
"310500860883","KIPP INFINITY CHARTER SCHOOL",2013,"All Students","49","49","49","100","27","55","0","00","0","00",,
"310500860883","KIPP INFINITY CHARTER SCHOOL",2013,"General Education","49","49","49","100","27","55","0","00","0","00",,
"310500860894","DEMOCRACY PREPARATORY CHARTER SCHOOL",2013,"All Students","35","35","35","100","35","100","0","00","0","00",,
