"ENTITY_CD","ENTITY_NAME","YEAR","SUBGROUP_NAME","DROPOUT","PER_DROPOUT","EQUIV","PER_EQUIV","TOTALNON","PER_TOTALNON","TOTAL_ENROLLMENT_BASE"
"090501040002","NORTHEASTERN CLINTON SENIOR HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",347
"090501040002","NORTHEASTERN CLINTON SENIOR HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",91
"090601020000","CHAZY UNION FREE SCHOOL DISTRICT",2013,"All Students","s","s","s","s","s","s",160
"090601020000","CHAZY UNION FREE SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",144
"090601020000","CHAZY UNION FREE SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",16
"090601020002","CHAZY CENTRAL RURAL JUNIOR-SENIOR HIGH SCHOOL",2013,"All Students","s","s","s","s","s","s",157
"090601020002","CHAZY CENTRAL RURAL JUNIOR-SENIOR HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",144
"090601020002","CHAZY CENTRAL RURAL JUNIOR-SENIOR HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",13
"090901040000","NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT",2013,"All Students","13","05","0","00","13","05",266
"090901040000","NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",230
"090901040000","NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",36
"090901040002","NORTHERN ADIRONDACK MIDDLE/HIGH SCHOOL",2013,"All Students","12","05","0","00","12","05",259
"090901040002","NORTHERN ADIRONDACK MIDDLE/HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",228
"090901040002","NORTHERN ADIRONDACK MIDDLE/HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",31
"091101060000","PERU CENTRAL SCHOOL DISTRICT",2013,"All Students","17","03","0","00","17","03",646
"091101060000","PERU CENTRAL SCHOOL DISTRICT",2013,"General Education","12","02","0","00","12","02",526
"091101060000","PERU CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","5","04","0","00","5","04",120
"091101060005","PERU SENIOR HIGH SCHOOL",2013,"All Students","17","03","0","00","17","03",634
"091101060005","PERU SENIOR HIGH SCHOOL",2013,"General Education","12","02","0","00","12","02",523
"091101060005","PERU SENIOR HIGH SCHOOL",2013,"Students with Disabilities","5","05","0","00","5","05",111
"091200010000","PLATTSBURGH CITY SCHOOL DISTRICT",2013,"All Students","15","03","0","00","15","03",559
"091200010000","PLATTSBURGH CITY SCHOOL DISTRICT",2013,"General Education","10","02","0","00","10","02",456
"091200010000","PLATTSBURGH CITY SCHOOL DISTRICT",2013,"Students with Disabilities","5","05","0","00","5","05",103
"091200010006","PLATTSBURGH SENIOR HIGH SCHOOL",2013,"All Students","14","03","0","00","14","03",553
"091200010006","PLATTSBURGH SENIOR HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",456
"091200010006","PLATTSBURGH SENIOR HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",97
"091402060000","SARANAC CENTRAL SCHOOL DISTRICT",2013,"All Students","13","02","0","00","13","02",532
"091402060000","SARANAC CENTRAL SCHOOL DISTRICT",2013,"General Education","6","01","0","00","6","01",412
"091402060000","SARANAC CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","7","06","0","00","7","06",120
"091402060005","SARANAC HIGH SCHOOL",2013,"All Students","11","02","0","00","11","02",515
"091402060005","SARANAC HIGH SCHOOL",2013,"General Education","6","01","0","00","6","01",412
"091402060005","SARANAC HIGH SCHOOL",2013,"Students with Disabilities","5","05","0","00","5","05",103
"100308020000","BERKSHIRE UNION FREE SCHOOL DISTRICT",2013,"All Students","1","02","4","07","5","09",58
"100308020000","BERKSHIRE UNION FREE SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",28
"100308020000","BERKSHIRE UNION FREE SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",30
"100308020001","BERKSHIRE JUNIOR-SENIOR HIGH SCHOOL",2013,"All Students","1","02","4","07","5","09",58
"100308020001","BERKSHIRE JUNIOR-SENIOR HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",28
"100308020001","BERKSHIRE JUNIOR-SENIOR HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",30
"100501040000","TACONIC HILLS CENTRAL SCHOOL DISTRICT",2013,"All Students","12","02","3","01","15","03",481
"100501040000","TACONIC HILLS CENTRAL SCHOOL DISTRICT",2013,"General Education","8","02","2","01","10","03",374
"100501040000","TACONIC HILLS CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","4","04","1","01","5","05",107
"100501040003","TACONIC HILLS HIGH SCHOOL",2013,"All Students","12","03","3","01","15","03",464
"100501040003","TACONIC HILLS HIGH SCHOOL",2013,"General Education","8","02","2","01","10","03",373
"100501040003","TACONIC HILLS HIGH SCHOOL",2013,"Students with Disabilities","4","04","1","01","5","05",91
"100902040000","GERMANTOWN CENTRAL SCHOOL DISTRICT",2013,"All Students","9","05","1","01","10","06",174
"100902040000","GERMANTOWN CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",144
"100902040000","GERMANTOWN CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",30
"100902040004","GERMANTOWN JUNIOR-SENIOR HIGH SCHOOL",2013,"All Students","8","05","1","01","9","05",172
"100902040004","GERMANTOWN JUNIOR-SENIOR HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",144
"100902040004","GERMANTOWN JUNIOR-SENIOR HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",28
"101001040000","CHATHAM CENTRAL SCHOOL DISTRICT",2013,"All Students","s","s","s","s","s","s",458
"101001040000","CHATHAM CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",403
"101001040000","CHATHAM CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",55
"101001040002","CHATHAM HIGH SCHOOL",2013,"All Students","s","s","s","s","s","s",435
"101001040002","CHATHAM HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",389
"101001040002","CHATHAM HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",46
"101300010000","HUDSON CITY SCHOOL DISTRICT",2013,"All Students","33","06","3","01","36","06",582
"101300010000","HUDSON CITY SCHOOL DISTRICT",2013,"General Education","27","06","0","00","27","06",452
"101300010000","HUDSON CITY SCHOOL DISTRICT",2013,"Students with Disabilities","6","05","3","02","9","07",130
"101300010001","HUDSON JUNIOR/SENIOR HIGH SCHOOL",2013,"All Students","32","06","2","00","34","06",557
"101300010001","HUDSON JUNIOR/SENIOR HIGH SCHOOL",2013,"General Education","27","06","0","00","27","06",450
"101300010001","HUDSON JUNIOR/SENIOR HIGH SCHOOL",2013,"Students with Disabilities","5","05","2","02","7","07",107
"101401040000","KINDERHOOK CENTRAL SCHOOL DISTRICT",2013,"All Students","15","02","1","00","16","03",635
"101401040000","KINDERHOOK CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",521
"101401040000","KINDERHOOK CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",114
"101401040005","ICHABOD CRANE SENIOR HIGH SCHOOL",2013,"All Students","14","02","1","00","15","02",610
"101401040005","ICHABOD CRANE SENIOR HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",507
"101401040005","ICHABOD CRANE SENIOR HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",103
"101601040000","NEW LEBANON CENTRAL SCHOOL DISTRICT",2013,"All Students","s","s","s","s","s","s",170
"101601040000","NEW LEBANON CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",153
"101601040000","NEW LEBANON CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",17
"101601040003","NEW LEBANON JUNIOR-SENIOR HIGH SCHOOL",2013,"All Students","s","s","s","s","s","s",154
"101601040003","NEW LEBANON JUNIOR-SENIOR HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",142
"101601040003","NEW LEBANON JUNIOR-SENIOR HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",12
"110101040000","CINCINNATUS CENTRAL SCHOOL DISTRICT",2013,"All Students","s","s","s","s","s","s",181
"110101040000","CINCINNATUS CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",151
"110101040000","CINCINNATUS CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",30
"110101040002","CINCINNATUS HIGH SCHOOL",2013,"All Students","s","s","s","s","s","s",174
"110101040002","CINCINNATUS HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",148
"110101040002","CINCINNATUS HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",26
"110200010000","CORTLAND CITY SCHOOL DISTRICT",2013,"All Students","37","04","2","00","39","05",841
"110200010000","CORTLAND CITY SCHOOL DISTRICT",2013,"General Education","23","03","1","00","24","03",716
"110200010000","CORTLAND CITY SCHOOL DISTRICT",2013,"Students with Disabilities","14","11","1","01","15","12",125
"110200010011","CORTLAND JUNIOR-SENIOR HIGH SCHOOL",2013,"All Students","32","04","2","00","34","04",782
"110200010011","CORTLAND JUNIOR-SENIOR HIGH SCHOOL",2013,"General Education","23","03","1","00","24","04",681
"110200010011","CORTLAND JUNIOR-SENIOR HIGH SCHOOL",2013,"Students with Disabilities","9","09","1","01","10","10",101
"110304040000","MCGRAW CENTRAL SCHOOL DISTRICT",2013,"All Students","5","03","1","01","6","03",187
"110304040000","MCGRAW CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",148
"110304040000","MCGRAW CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",39
"110304040002","MCGRAW SECONDARY SCHOOL",2013,"All Students","5","03","0","00","5","03",181
"110304040002","MCGRAW SECONDARY SCHOOL",2013,"General Education","s","s","s","s","s","s",143
"110304040002","MCGRAW SECONDARY SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",38
"110701060000","HOMER CENTRAL SCHOOL DISTRICT",2013,"All Students","6","01","7","01","13","02",719
"110701060000","HOMER CENTRAL SCHOOL DISTRICT",2013,"General Education","4","01","4","01","8","01",585
"110701060000","HOMER CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","2","01","3","02","5","04",134
"110701060001","HOMER SENIOR HIGH SCHOOL",2013,"All Students","3","00","6","01","9","01",694
"110701060001","HOMER SENIOR HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",575
"110701060001","HOMER SENIOR HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",119
"110901040000","MARATHON CENTRAL SCHOOL DISTRICT",2013,"All Students","6","02","3","01","9","03",260
"110901040000","MARATHON CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",204
"110901040000","MARATHON CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",56
"110901040001","MARATHON HIGH SCHOOL",2013,"All Students","s","s","s","s","s","s",244
"110901040001","MARATHON HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",196
"110901040001","MARATHON HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",48
"111111111111","All Public Schools",2013,"All Students","27562","03","3715","00","31277","04",859187
"111111111111","All Public Schools",2013,"General Education","21724","03","2833","00","24557","03",720595
"111111111111","All Public Schools",2013,"Students with Disabilities","5838","04","882","01","6720","05",138592
"120301040000","DOWNSVILLE CENTRAL SCHOOL DISTRICT",2013,"All Students","s","s","s","s","s","s",99
"120301040000","DOWNSVILLE CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",82
"120301040000","DOWNSVILLE CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",17
"120401040000","CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT",2013,"All Students","6","05","0","00","6","05",111
"120401040000","CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",88
"120401040000","CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",23
"120401040001","CHARLOTTE VALLEY SCHOOL",2013,"All Students","6","06","0","00","6","06",106
"120401040001","CHARLOTTE VALLEY SCHOOL",2013,"General Education","s","s","s","s","s","s",86
"120401040001","CHARLOTTE VALLEY SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",20
"120501040000","DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI",2013,"All Students","s","s","s","s","s","s",230
"120501040000","DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI",2013,"General Education","s","s","s","s","s","s",182
"120501040000","DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI",2013,"Students with Disabilities","s","s","s","s","s","s",48
"120501040002","DELAWARE ACADEMY HIGH SCHOOL",2013,"All Students","s","s","s","s","s","s",217
"120501040002","DELAWARE ACADEMY HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",179
"120501040002","DELAWARE ACADEMY HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",38
"120906040000","HANCOCK CENTRAL SCHOOL DISTRICT",2013,"All Students","6","04","0","00","6","04",161
"120906040000","HANCOCK CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",128
"120906040000","HANCOCK CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",33
"120906040002","HANCOCK JUNIOR-SENIOR HIGH SCHOOL",2013,"All Students","5","03","0","00","5","03",146
"120906040002","HANCOCK JUNIOR-SENIOR HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",122
"120906040002","HANCOCK JUNIOR-SENIOR HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",24
"121401040000","MARGARETVILLE CENTRAL SCHOOL DISTRICT",2013,"All Students","s","s","s","s","s","s",135
"121401040000","MARGARETVILLE CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",109
"121401040000","MARGARETVILLE CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",26
"121401040001","MARGARETVILLE CENTRAL SCHOOL",2013,"All Students","s","s","s","s","s","s",130
"121401040001","MARGARETVILLE CENTRAL SCHOOL",2013,"General Education","s","s","s","s","s","s",108
"121401040001","MARGARETVILLE CENTRAL SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",22
"121502040000","ROXBURY CENTRAL SCHOOL DISTRICT",2013,"All Students","s","s","s","s","s","s",126
"121502040000","ROXBURY CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",97
"121502040000","ROXBURY CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",29
"121502040001","ROXBURY CENTRAL SCHOOL",2013,"All Students","s","s","s","s","s","s",123
"121502040001","ROXBURY CENTRAL SCHOOL",2013,"General Education","s","s","s","s","s","s",97
"121502040001","ROXBURY CENTRAL SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",26
"121601060000","SIDNEY CENTRAL SCHOOL DISTRICT",2013,"All Students","9","03","0","00","9","03",358
"121601060000","SIDNEY CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",299
"121601060000","SIDNEY CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",59
"121601060006","SIDNEY HIGH SCHOOL",2013,"All Students","8","02","0","00","8","02",336
"121601060006","SIDNEY HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",284
"121601060006","SIDNEY HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",52
"121701040000","STAMFORD CENTRAL SCHOOL DISTRICT",2013,"All Students","s","s","s","s","s","s",132
"121701040000","STAMFORD CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",107
"121701040000","STAMFORD CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",25
"121701040001","STAMFORD CENTRAL SCHOOL",2013,"All Students","s","s","s","s","s","s",123
"121701040001","STAMFORD CENTRAL SCHOOL",2013,"General Education","s","s","s","s","s","s",102
"121701040001","STAMFORD CENTRAL SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",21
"121901040000","WALTON CENTRAL SCHOOL DISTRICT",2013,"All Students","6","02","1","00","7","02",296
"121901040000","WALTON CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",222
"121901040000","WALTON CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",74
"121901040002","WALTON HIGH SCHOOL",2013,"All Students","4","01","1","00","5","02",284
"121901040002","WALTON HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",218
"121901040002","WALTON HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",66
"130200010000","BEACON CITY SCHOOL DISTRICT",2013,"All Students","43","04","4","00","47","04",1066
"130200010000","BEACON CITY SCHOOL DISTRICT",2013,"General Education","37","04","0","00","37","04",874
"130200010000","BEACON CITY SCHOOL DISTRICT",2013,"Students with Disabilities","6","03","4","02","10","05",192
"130200010005","BEACON HIGH SCHOOL",2013,"All Students","42","04","4","00","46","04",1035
"130200010005","BEACON HIGH SCHOOL",2013,"General Education","37","04","0","00","37","04",866
"130200010005","BEACON HIGH SCHOOL",2013,"Students with Disabilities","5","03","4","02","9","05",169
"130502020000","DOVER UNION FREE SCHOOL DISTRICT",2013,"All Students","11","02","5","01","16","03",490
"130502020000","DOVER UNION FREE SCHOOL DISTRICT",2013,"General Education","7","02","4","01","11","03",411
"130502020000","DOVER UNION FREE SCHOOL DISTRICT",2013,"Students with Disabilities","4","05","1","01","5","06",79
"130502020003","DOVER HIGH SCHOOL",2013,"All Students","7","01","4","01","11","02",472
"130502020003","DOVER HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",406
"130502020003","DOVER HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",66
"130801060000","HYDE PARK CENTRAL SCHOOL DISTRICT",2013,"All Students","65","05","5","00","70","05",1419
"130801060000","HYDE PARK CENTRAL SCHOOL DISTRICT",2013,"General Education","50","04","3","00","53","05",1154
"130801060000","HYDE PARK CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","15","06","2","01","17","06",265
"130801060007","FRANKLIN D ROOSEVELT SENIOR HIGH SCHOOL",2013,"All Students","60","04","4","00","64","05",1351
"130801060007","FRANKLIN D ROOSEVELT SENIOR HIGH SCHOOL",2013,"General Education","50","04","3","00","53","05",1139
"130801060007","FRANKLIN D ROOSEVELT SENIOR HIGH SCHOOL",2013,"Students with Disabilities","10","05","1","00","11","05",212
"131101040000","NORTHEAST CENTRAL SCHOOL DISTRICT",2013,"All Students","5","02","0","00","5","02",237
"131101040000","NORTHEAST CENTRAL SCHOOL DISTRICT",2013,"General Education","5","03","0","00","5","03",196
"131101040000","NORTHEAST CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","0","00","0","00","0","00",41
"131101040004","WEBUTUCK HIGH SCHOOL",2013,"All Students","s","s","s","s","s","s",228
"131101040004","WEBUTUCK HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",195
"131101040004","WEBUTUCK HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",33
"131201040000","PAWLING CENTRAL SCHOOL DISTRICT",2013,"All Students","s","s","s","s","s","s",445
"131201040000","PAWLING CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",370
"131201040000","PAWLING CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",75
"131201040002","PAWLING HIGH SCHOOL",2013,"All Students","s","s","s","s","s","s",429
"131201040002","PAWLING HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",369
"131201040002","PAWLING HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",60
"131301040000","PINE PLAINS CENTRAL SCHOOL DISTRICT",2013,"All Students","10","03","2","01","12","03",352
"131301040000","PINE PLAINS CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",298
"131301040000","PINE PLAINS CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",54
"131301040002","STISSING MOUNTAIN HIGH SCHOOL",2013,"All Students","9","03","2","01","11","03",342
"131301040002","STISSING MOUNTAIN HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",297
"131301040002","STISSING MOUNTAIN HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",45
"131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT",2013,"All Students","100","09","0","00","100","09",1176
"131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT",2013,"General Education","72","08","0","00","72","08",946
"131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT",2013,"Students with Disabilities","28","12","0","00","28","12",230
"131500010010","POUGHKEEPSIE HIGH SCHOOL",2013,"All Students","96","08","0","00","96","08",1136
"131500010010","POUGHKEEPSIE HIGH SCHOOL",2013,"General Education","72","08","0","00","72","08",945
"131500010010","POUGHKEEPSIE HIGH SCHOOL",2013,"Students with Disabilities","24","13","0","00","24","13",191
"131601060000","ARLINGTON CENTRAL SCHOOL DISTRICT",2013,"All Students","43","01","12","00","55","02",3396
"131601060000","ARLINGTON CENTRAL SCHOOL DISTRICT",2013,"General Education","26","01","1","00","27","01",2880
"131601060000","ARLINGTON CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","17","03","11","02","28","05",516
"131601060008","ARLINGTON HIGH SCHOOL",2013,"All Students","32","01","11","00","43","01",3312
"131601060008","ARLINGTON HIGH SCHOOL",2013,"General Education","22","01","1","00","23","01",2872
"131601060008","ARLINGTON HIGH SCHOOL",2013,"Students with Disabilities","10","02","10","02","20","05",440
"131602020000","SPACKENKILL UNION FREE SCHOOL DISTRICT",2013,"All Students","8","01","1","00","9","02",561
"131602020000","SPACKENKILL UNION FREE SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",496
"131602020000","SPACKENKILL UNION FREE SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",65
"131602020005","SPACKENKILL HIGH SCHOOL",2013,"All Students","4","01","1","00","5","01",548
"131602020005","SPACKENKILL HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",492
"131602020005","SPACKENKILL HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",56
"131701060000","RED HOOK CENTRAL SCHOOL DISTRICT",2013,"All Students","15","02","2","00","17","02",727
"131701060000","RED HOOK CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",631
"131701060000","RED HOOK CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",96
"131701060002","RED HOOK SENIOR HIGH SCHOOL",2013,"All Students","13","02","2","00","15","02",692
"131701060002","RED HOOK SENIOR HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",626
"131701060002","RED HOOK SENIOR HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",66
"131801040000","RHINEBECK CENTRAL SCHOOL DISTRICT",2013,"All Students","6","02","1","00","7","02",386
"131801040000","RHINEBECK CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",337
"131801040000","RHINEBECK CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",49
"131801040001","RHINEBECK SENIOR HIGH SCHOOL",2013,"All Students","s","s","s","s","s","s",379
"131801040001","RHINEBECK SENIOR HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",337
"131801040001","RHINEBECK SENIOR HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",42
"132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT",2013,"All Students","62","01","29","01","91","02",4213
"132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT",2013,"General Education","43","01","23","01","66","02",3538
"132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","19","03","6","01","25","04",675
"132101060011","ROY C KETCHAM SENIOR HIGH SCHOOL",2013,"All Students","24","01","16","01","40","02",1895
"132101060011","ROY C KETCHAM SENIOR HIGH SCHOOL",2013,"General Education","16","01","14","01","30","02",1636
"132101060011","ROY C KETCHAM SENIOR HIGH SCHOOL",2013,"Students with Disabilities","8","03","2","01","10","04",259
"132101060015","JOHN JAY SENIOR HIGH SCHOOL",2013,"All Students","24","01","11","01","35","02",2185
"132101060015","JOHN JAY SENIOR HIGH SCHOOL",2013,"General Education","17","01","8","00","25","01",1849
"132101060015","JOHN JAY SENIOR HIGH SCHOOL",2013,"Students with Disabilities","7","02","3","01","10","03",336
"132101060016","ORCHARD VIEW ALTERNATIVE HIGH SCHOOL",2013,"All Students","13","22","1","02","14","24",58
"132101060016","ORCHARD VIEW ALTERNATIVE HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",51
"132101060016","ORCHARD VIEW ALTERNATIVE HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",7
"132201040000","MILLBROOK CENTRAL SCHOOL DISTRICT",2013,"All Students","6","01","0","00","6","01",418
"132201040000","MILLBROOK CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",322
"132201040000","MILLBROOK CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",96
"132201040005","MILLBROOK HIGH SCHOOL",2013,"All Students","s","s","s","s","s","s",377
"132201040005","MILLBROOK HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",319
"132201040005","MILLBROOK HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",58
"140101060000","ALDEN CENTRAL SCHOOL DISTRICT",2013,"All Students","17","03","0","00","17","03",603
"140101060000","ALDEN CENTRAL SCHOOL DISTRICT",2013,"General Education","12","02","0","00","12","02",505
"140101060000","ALDEN CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","5","05","0","00","5","05",98
"140101060006","ALDEN SENIOR HIGH SCHOOL",2013,"All Students","16","03","0","00","16","03",582
"140101060006","ALDEN SENIOR HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",503
"140101060006","ALDEN SENIOR HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",79
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT",2013,"All Students","8","01","0","00","8","01",834
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",704
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",130
"140201060002","AMHERST CENTRAL HIGH SCHOOL",2013,"All Students","5","01","0","00","5","01",789
"140201060002","AMHERST CENTRAL HIGH SCHOOL",2013,"General Education","5","01","0","00","5","01",700
"140201060002","AMHERST CENTRAL HIGH SCHOOL",2013,"Students with Disabilities","0","00","0","00","0","00",89
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT",2013,"All Students","25","01","0","00","25","01",3349
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT",2013,"General Education","17","01","0","00","17","01",2952
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","8","02","0","00","8","02",397
"140203060004","WILLIAMSVILLE SOUTH HIGH SCHOOL",2013,"All Students","8","01","0","00","8","01",944
