"ENTITY_CD","ENTITY_NAME","YEAR","SUBGROUP_NAME","TOTAL_GRAD_PLAN","NUM_4YR_COLLEGE","PER_4YR_COLLEGE","NUM_2YR_COLLEGE","PER_2YR_COLLEGE","NUM_POST_SECONDARY","PER_POST_SECONDARY","NUM_MILITARY","PER_MILITARY","NUM_EMPLOYMENT","PER_EMPLOYMENT","NUM_ADULT_SERVICES","PER_ADULT_SERVICES","NUM_OTHER","PER_OTHER","NUM_UNKNOWN","PER_UNKNOWN"
"070902060000","ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT",2012,"General Education",,"18","","18","","0","","4","8","9","18","0","0","0","0","0","0"
"121502040000","ROXBURY CENTRAL SCHOOL DISTRICT",2012,"General Education",,"5","","12","","0","","0","0","2","11","0","0","0","0","0","0"
"121901040002","WALTON HIGH SCHOOL",2012,"General Education",,"20","","33","","0","","2","3","9","14","0","0","0","0","0","0"
"121901040000","WALTON CENTRAL SCHOOL DISTRICT",2012,"General Education",,"20","","34","","0","","2","3","9","14","0","0","0","0","0","0"
"121701040001","STAMFORD CENTRAL SCHOOL",2012,"General Education",,"12","","9","","0","","1","5","0","0","0","0","0","0","0","0"
"121701040000","STAMFORD CENTRAL SCHOOL DISTRICT",2012,"General Education",,"12","","9","","0","","1","5","0","0","0","0","0","0","0","0"
"310200010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 2",2012,"General Education",,"3923","","1738","","60","","49","1","164","2","0","0","36","1","796","12"
"310200011489","HIGH SCHOOL OF ECONOMICS & FINANCE",2012,"General Education",,"97","","33","","0","","2","1","0","0","0","0","4","3","18","12"
"310300011485","FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC, ART AND PERFORMING ARTS",2012,"General Education",,"504","","13","","0","","0","0","1","0","0","0","0","0","31","6"
"310200011475","STUYVESANT HIGH SCHOOL",2012,"General Education",,"800","","0","","0","","3","0","1","0","0","0","0","0","4","0"
"310200011655","LIFE SCIENCES SECONDARY SCHOOL",2012,"General Education",,"23","","35","","2","","1","1","5","7","0","0","2","3","3","4"
"310400011635","ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL",2012,"General Education",,"9","","1","","1","","0","0","2","4","0","0","0","0","34","72"
"560701060000","SENECA FALLS CENTRAL SCHOOL DISTRICT",2012,"General Education",,"28","","40","","3","","4","5","5","6","0","0","0","0","2","2"
"650101060000","NEWARK CENTRAL SCHOOL DISTRICT",2012,"General Education",,"51","","43","","5","","3","3","18","15","0","0","0","0","0","0"
"641701060002","WHITEHALL JUNIOR-SENIOR HIGH SCHOOL",2012,"General Education",,"0","","0","","0","","0","0","0","0","0","0","0","0","38","100"
"650301040000","CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT",2012,"General Education",,"19","","23","","2","","2","4","2","4","0","0","1","2","6","11"
"660501060004","HARRISON HIGH SCHOOL",2012,"General Education",,"208","","21","","0","","1","0","1","0","0","0","0","0","0","0"
"401001060001","STARPOINT HIGH SCHOOL",2012,"General Education",,"99","","82","","3","","6","3","6","3","0","0","0","0","5","2"
"401201060003","ROYALTON-HARTLAND HIGH SCHOOL",2012,"General Education",,"40","","35","","0","","7","7","10","10","0","0","0","0","6","6"
"400900010011","NORTH TONAWANDA HIGH SCHOOL",2012,"General Education",,"109","","136","","1","","6","2","22","8","1","0","1","0","1","0"
"142801060010","WEST SENECA WEST SENIOR HIGH SCHOOL",2012,"General Education",,"140","","108","","4","","7","2","21","7","0","0","3","1","4","1"
"142601860031","CHARTER SCHOOL FOR APPLIED TECHNOLOGIES",2012,"General Education",,"38","","39","","2","","1","1","13","14","0","0","0","0","0","0"
"342400011560","ROBERT F WAGNER JR SECONDARY SCHOOL-ARTS AND TECHNOLOGY",2012,"General Education",,"44","","36","","1","","1","1","0","0","0","0","0","0","8","9"
"342800011440","FOREST HILLS HIGH SCHOOL",2012,"General Education",,"448","","204","","5","","15","2","14","2","0","0","2","0","132","16"
"400400010011","LOCKPORT HIGH SCHOOL",2012,"General Education",,"166","","111","","0","","18","5","26","8","0","0","10","3","2","1"
"400400010000","LOCKPORT CITY SCHOOL DISTRICT",2012,"General Education",,"166","","111","","0","","18","5","26","8","0","0","10","3","4","1"
"400601060006","NEWFANE SENIOR HIGH SCHOOL",2012,"General Education",,"45","","52","","3","","5","4","20","16","0","0","0","0","1","1"
"420303060014","CICERO-NORTH SYRACUSE HIGH SCHOOL",2012,"General Education",,"279","","239","","30","","15","2","67","10","0","0","3","0","8","1"
"430300050002","CANANDAIGUA ACADEMY & MIDDLE SCHOOL",2012,"General Education",,"139","","103","","3","","3","1","22","8","0","0","1","0","1","0"
"430700010006","GENEVA HIGH SCHOOL",2012,"General Education",,"55","","41","","1","","4","3","11","9","0","0","2","2","10","8"
"320800011537","BRONX ARENA HIGH SCHOOL",2012,"General Education",,"0","","0","","0","","1","20","0","0","0","0","0","0","4","80"
"220701040000","THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT",2012,"General Education",,"30","","19","","3","","2","3","9","14","0","0","0","0","0","0"
"220401040004","GENERAL BROWN JUNIOR-SENIOR HIGH SCHOOL",2012,"General Education",,"32","","56","","0","","7","7","7","7","0","0","0","0","2","2"
"220701040003","THOUSAND ISLANDS HIGH SCHOOL",2012,"General Education",,"30","","19","","3","","2","3","9","14","0","0","0","0","0","0"
"220401040000","GENERAL BROWN CENTRAL SCHOOL DISTRICT",2012,"General Education",,"32","","56","","0","","7","7","7","7","0","0","0","0","2","2"
"220909040010","BELLEVILLE HENDERSON CENTRAL SCHOOL",2012,"General Education",,"17","","13","","2","","3","7","6","15","0","0","0","0","0","0"
"220909040000","BELLEVILLE HENDERSON CENTRAL SCHOOL DISTRICT",2012,"General Education",,"17","","13","","2","","3","7","6","15","0","0","0","0","0","0"
"261901060009","WEBSTER-SCHROEDER HIGH SCHOOL",2012,"General Education",,"191","","122","","1","","6","2","17","5","0","0","2","1","0","0"
"450101060000","ALBION CENTRAL SCHOOL DISTRICT",2012,"General Education",,"48","","80","","0","","8","5","21","13","0","0","1","1","0","0"
"261801060003","BROCKPORT HIGH SCHOOL",2012,"General Education",,"148","","100","","1","","7","2","18","6","0","0","5","2","7","2"
"262001040003","WHEATLAND CHILI HIGH SCHOOL",2012,"General Education",,"21","","18","","0","","2","5","2","5","0","0","0","0","1","2"
"081401040001","OTSELIC VALLEY JUNIOR-SENIOR HIGH SCHOOL",2012,"General Education",,"5","","14","","2","","1","3","8","27","0","0","0","0","0","0"
"082001040004","SHERBURNE-EARLVILLE SENIOR HIGH SCHOOL",2012,"General Education",,"44","","27","","6","","8","8","14","14","0","0","0","0","0","0"
"090201040002","AUSABLE VALLEY HIGH SCHOOL",2012,"General Education",,"35","","51","","3","","5","5","12","11","0","0","0","0","0","0"
"090201040000","AUSABLE VALLEY CENTRAL SCHOOL DISTRICT",2012,"General Education",,"35","","51","","3","","5","5","12","11","0","0","0","0","0","0"
"090301060006","BEEKMANTOWN HIGH SCHOOL",2012,"General Education",,"53","","56","","6","","1","1","8","6","0","0","0","0","0","0"
"131201040000","PAWLING CENTRAL SCHOOL DISTRICT",2012,"General Education",,"47","","22","","1","","1","1","5","6","0","0","1","1","1","1"
"131301040002","STISSING MOUNTAIN HIGH SCHOOL",2012,"General Education",,"32","","35","","1","","2","3","1","1","0","0","0","0","2","3"
"131301040000","PINE PLAINS CENTRAL SCHOOL DISTRICT",2012,"General Education",,"32","","35","","1","","2","3","1","1","0","0","0","0","2","3"
"140600010056","FREDERICK OLMSTED #56",2012,"General Education",,"26","","16","","0","","0","0","0","0","0","0","0","0","0","0"
"140600010098","MCKINLEY VOCATIONAL HIGH SCHOOL",2012,"General Education",,"36","","94","","10","","6","4","14","9","0","0","0","0","3","2"
"342400011264","ACADEMY OF FINANCE AND ENTERPRISE",2012,"General Education",,"69","","22","","0","","0","0","0","0","0","0","0","0","0","0"
"342700010323","SCHOLARS' ACADEMY",2012,"General Education",,"44","","3","","0","","2","2","0","0","0","0","0","0","38","44"
"321100011513","NEW WORLD HIGH SCHOOL",2012,"General Education",,"24","","20","","3","","0","0","1","2","0","0","0","0","9","16"
"321200011245","NEW DAY ACADEMY",2012,"General Education",,"11","","10","","1","","0","0","0","0","0","0","0","0","1","4"
"321200011248","METROPOLITAN HIGH SCHOOL (THE)",2012,"General Education",,"18","","18","","0","","1","2","2","4","0","0","0","0","11","22"
"321100011275","HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY",2012,"General Education",,"25","","38","","1","","1","1","10","13","0","0","1","1","2","3"
"310200011296","HIGH SCHOOL OF HOSPITALITY MANAGEMENT",2012,"General Education",,"18","","28","","0","","0","0","1","2","0","0","0","0","12","20"
"331700011537","HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT",2012,"General Education",,"23","","39","","0","","0","0","0","0","0","0","1","1","16","20"
"580209020002","ROCKY POINT HIGH SCHOOL",2012,"General Education",,"119","","85","","4","","4","2","7","3","0","0","0","0","0","0"
"580208020000","MILLER PLACE UNION FREE SCHOOL DISTRICT",2012,"General Education",,"140","","68","","0","","4","2","1","0","0","0","1","0","6","3"
"580209020000","ROCKY POINT UNION FREE SCHOOL DISTRICT",2012,"General Education",,"121","","89","","5","","5","2","10","4","0","0","0","0","0","0"
"580501030000","BAY SHORE UNION FREE SCHOOL DISTRICT",2012,"General Education",,"181","","172","","8","","11","3","13","3","0","0","2","1","0","0"
"580805060004","KINGS PARK HIGH SCHOOL",2012,"General Education",,"227","","44","","5","","0","0","3","1","0","0","2","1","0","0"
"580902020001","WESTHAMPTON BEACH SENIOR HIGH SCHOOL",2012,"General Education",,"145","","60","","1","","4","2","7","3","0","0","1","0","1","0"
"580902020000","WESTHAMPTON BEACH UNION FREE SCHOOL DISTRICT",2012,"General Education",,"145","","60","","1","","4","2","7","3","0","0","1","0","1","0"
"240201040000","CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT",2012,"General Education",,"33","","25","","4","","2","3","3","4","0","0","2","3","0","0"
"010100010034","ALBANY HIGH SCHOOL",2012,"General Education",,"104","","240","","5","","3","1","22","6","0","0","1","0","15","4"
"240101040002","AVON HIGH SCHOOL",2012,"General Education",,"35","","30","","0","","5","7","2","3","0","0","0","0","0","0"
"180300010006","BATAVIA HIGH SCHOOL",2012,"General Education",,"48","","63","","2","","12","8","19","13","0","0","3","2","4","3"
"181302040000","PEMBROKE CENTRAL SCHOOL DISTRICT",2012,"General Education",,"44","","26","","0","","4","5","4","5","0","0","0","0","1","1"
"181201040001","PAVILION JUNIOR-SENIOR HIGH SCHOOL",2012,"General Education",,"25","","36","","1","","4","5","6","8","0","0","1","1","2","3"
"181001060002","LE ROY JUNIOR-SENIOR HIGH SCHOOL",2012,"General Education",,"30","","26","","0","","0","0","8","13","0","0","0","0","0","0"
"181201040000","PAVILION CENTRAL SCHOOL DISTRICT",2012,"General Education",,"25","","36","","1","","4","5","6","8","0","0","1","1","2","3"
"081003040000","UNADILLA VALLEY CENTRAL SCHOOL DISTRICT",2012,"General Education",,"17","","24","","3","","3","5","11","19","0","0","0","0","0","0"
"081200050000","NORWICH CITY SCHOOL DISTRICT",2012,"General Education",,"62","","24","","5","","8","6","15","12","0","0","1","1","12","9"
"130502020003","DOVER HIGH SCHOOL",2012,"General Education",,"42","","39","","4","","4","4","7","7","0","0","0","0","4","4"
"130502020000","DOVER UNION FREE SCHOOL DISTRICT",2012,"General Education",,"42","","39","","4","","4","4","7","7","0","0","0","0","4","4"
"130801060000","HYDE PARK CENTRAL SCHOOL DISTRICT",2012,"General Education",,"101","","127","","3","","7","3","12","4","0","0","0","0","27","10"
"140600010000","BUFFALO CITY SCHOOL DISTRICT",2012,"General Education",,"504","","604","","27","","32","2","80","6","0","0","3","0","92","7"
"310100011539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH HIGH SCHOOL",2012,"General Education",,"133","","10","","0","","2","1","0","0","0","0","0","0","8","5"
"342400011530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE",2012,"General Education",,"40","","40","","0","","0","0","9","9","0","0","0","0","8","8"
"471601040000","OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT",2012,"General Education",,"17","","19","","2","","3","5","17","28","0","0","0","0","2","3"
"472001040001","RICHFIELD SPRINGS CENTRAL SCHOOL",2012,"General Education",,"10","","23","","0","","2","6","1","3","0","0","0","0","0","0"
"472001040000","RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT",2012,"General Education",,"10","","23","","0","","2","6","1","3","0","0","0","0","0","0"
"500304030000","NYACK UNION FREE SCHOOL DISTRICT",2012,"General Education",,"123","","47","","1","","0","0","10","5","0","0","0","0","4","2"
"500304030006","NYACK SENIOR HIGH SCHOOL",2012,"General Education",,"123","","47","","1","","0","0","9","5","0","0","0","0","4","2"
"521301060001","BALLSTON SPA SENIOR HIGH SCHOOL",2012,"General Education",,"147","","90","","4","","6","2","16","6","0","0","0","0","15","5"
"580212060000","LONGWOOD CENTRAL SCHOOL DISTRICT",2012,"General Education",,"193","","264","","23","","17","3","41","7","0","0","1","0","12","2"
"580502020001","ISLIP HIGH SCHOOL",2012,"General Education",,"134","","71","","3","","9","4","5","2","0","0","2","1","0","0"
"580909020001","BRIDGEHAMPTON SCHOOL",2012,"General Education",,"11","","3","","0","","0","0","1","7","0","0","0","0","0","0"
"060301040000","FREWSBURG CENTRAL SCHOOL DISTRICT",2012,"General Education",,"19","","54","","2","","1","1","6","7","0","0","0","0","1","1"
"060201060003","SOUTHWESTERN SENIOR HIGH SCHOOL",2012,"General Education",,"44","","34","","6","","1","1","5","5","0","0","0","0","2","2"
"060201060000","SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN",2012,"General Education",,"44","","34","","6","","2","2","5","5","0","0","0","0","2","2"
"060301040004","FREWSBURG JUNIOR-SENIOR HIGH SCHOOL",2012,"General Education",,"19","","53","","2","","1","1","5","6","0","0","0","0","1","1"
"060401040006","CASSADAGA VALLEY HIGH SCHOOL",2012,"General Education",,"18","","51","","1","","5","6","13","15","0","0","0","0","0","0"
"090301060000","BEEKMANTOWN CENTRAL SCHOOL DISTRICT",2012,"General Education",,"53","","56","","6","","1","1","8","6","0","0","0","0","0","0"
"090501040002","NORTHEASTERN CLINTON SENIOR HIGH SCHOOL",2012,"General Education",,"37","","46","","0","","4","4","11","11","0","0","0","0","0","0"
"260101060000","BRIGHTON CENTRAL SCHOOL DISTRICT",2012,"General Education",,"186","","22","","2","","3","1","2","1","0","0","4","2","15","6"
"151501060000","TICONDEROGA CENTRAL SCHOOL DISTRICT",2012,"General Education",,"19","","21","","0","","7","11","9","15","0","0","0","0","5","8"
"210800050000","LITTLE FALLS CITY SCHOOL DISTRICT",2012,"General Education",,"25","","35","","0","","1","2","2","3","0","0","0","0","1","2"
"211003040002","JAMES A GREEN HIGH SCHOOL",2012,"General Education",,"23","","27","","3","","0","0","4","7","0","0","1","2","0","0"
"321000011319","PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL",2012,"General Education",,"2","","2","","0","","1","2","0","0","0","0","0","0","39","89"
"321000011243","WEST BRONX ACADEMY FOR THE FUTURE",2012,"General Education",,"14","","21","","0","","0","0","1","2","0","0","0","0","7","16"
"331400011561","WILLIAMSBURG PREPARATORY SCHOOL",2012,"General Education",,"57","","29","","2","","1","1","0","0","0","0","0","0","9","9"
"331900011510","WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH",2012,"General Education",,"0","","5","","0","","0","0","0","0","0","0","0","0","63","93"
"571000010019","CORNING PAINTED POST HIGH SCHOOL LEARNING CENTER",2012,"General Education",,"0","","2","","0","","2","22","5","56","0","0","0","0","0","0"
"331400011404","ACADEMY FOR YOUNG WRITERS",2012,"General Education",,"33","","18","","2","","0","0","7","11","0","0","0","0","4","6"
"640502040000","FORT ANN CENTRAL SCHOOL DISTRICT",2012,"General Education",,"8","","12","","1","","4","12","8","24","0","0","0","0","0","0"
"331700011382","ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLLEGE BOARD SCH",2012,"General Education",,"28","","25","","0","","1","2","2","3","0","0","0","0","2","3"
"640601020001","FORT EDWARD SCHOOL",2012,"General Education",,"8","","15","","0","","0","0","2","8","0","0","0","0","0","0"
"342600011435","MARTIN VAN BUREN HIGH SCHOOL",2012,"General Education",,"113","","138","","4","","4","1","9","2","1","0","0","0","165","38"
"342600011430","FRANCIS LEWIS HIGH SCHOOL",2012,"General Education",,"618","","291","","8","","9","1","10","1","1","0","3","0","66","7"
"342500011425","JOHN BOWNE HIGH SCHOOL",2012,"General Education",,"242","","259","","5","","40","6","47","8","0","0","0","0","28","5"
"342600011415","BENJAMIN N CARDOZO HIGH SCHOOL",2012,"General Education",,"619","","204","","7","","4","0","12","1","0","0","1","0","65","7"
"342700011410","BEACH CHANNEL HIGH SCHOOL",2012,"General Education",,"11","","55","","1","","2","2","6","5","0","0","0","0","49","40"
"132201040005","MILLBROOK HIGH SCHOOL",2012,"General Education",,"45","","36","","1","","2","2","1","1","0","0","0","0","0","0"
"261600010089","NORTHWEST COLLEGE PREPARATORY HIGH SCHOOL",2012,"General Education",,"16","","35","","0","","0","0","0","0","0","0","0","0","0","0"
"261600010073","NORTHEAST COLLEGE PREPARATORY HIGH SCHOOL",2012,"General Education",,"4","","43","","0","","1","2","1","2","0","0","0","0","0","0"
"140600010132","MATH SCIENCE TECHNOLOGY PREPARATORY SCHOOL AT SENECA (THE)",2012,"General Education",,"18","","19","","0","","1","3","2","5","0","0","0","0","0","0"
"342900011283","PREPARATORY ACADEMY FOR WRITERS:  A COLLEGE BOARD SCHOOL",2012,"General Education",,"17","","18","","0","","1","2","0","0","0","0","0","0","7","16"
"460701040002","HANNIBAL HIGH SCHOOL",2012,"General Education",,"15","","62","","4","","4","4","8","8","0","0","0","0","5","5"
"460801060005","PAUL V MOORE HIGH SCHOOL",2012,"General Education",,"108","","144","","3","","11","4","43","14","0","0","0","0","0","0"
"491700010019","TROY HIGH SCHOOL",2012,"General Education",,"74","","137","","2","","2","1","20","9","0","0","0","0","0","0"
"512001060000","MASSENA CENTRAL SCHOOL DISTRICT",2012,"General Education",,"105","","14","","0","","5","3","20","14","0","0","1","1","2","1"
"512001060008","MASSENA SENIOR HIGH SCHOOL",2012,"General Education",,"105","","14","","0","","5","3","20","14","0","0","1","1","2","1"
"591201040003","TRI-VALLEY SECONDARY SCHOOL",2012,"General Education",,"30","","41","","2","","1","1","7","8","0","0","1","1","1","1"
"591201040000","TRI-VALLEY CENTRAL SCHOOL DISTRICT",2012,"General Education",,"30","","41","","2","","1","1","7","8","0","0","1","1","1","1"
"540801040000","GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT",2012,"General Education",,"5","","13","","0","","0","0","3","14","0","0","0","0","0","0"
"580109020000","WYANDANCH UNION FREE SCHOOL DISTRICT",2012,"General Education",,"14","","43","","4","","4","5","11","14","0","0","0","0","0","0"
"580201060000","THREE VILLAGE CENTRAL SCHOOL DISTRICT",2012,"General Education",,"415","","99","","4","","3","1","1","0","0","0","1","0","1","0"
"580403030000","HUNTINGTON UNION FREE SCHOOL DISTRICT",2012,"General Education",,"129","","68","","0","","1","0","4","2","0","0","4","2","9","4"
"580404030000","NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT",2012,"General Education",,"361","","78","","1","","5","1","7","2","0","0","5","1","4","1"
"580404030009","NORTHPORT SENIOR HIGH SCHOOL",2012,"General Education",,"361","","78","","1","","5","1","6","1","0","0","5","1","4","1"
"600903040001","TIOGA SENIOR HIGH SCHOOL",2012,"General Education",,"20","","35","","4","","3","4","15","19","0","0","1","1","0","0"
"580601040000","SHOREHAM-WADING RIVER CENTRAL SCHOOL DISTRICT",2012,"General Education",,"117","","54","","1","","2","1","6","3","0","0","1","1","0","0"
"280218030000","GARDEN CITY UNION FREE SCHOOL DISTRICT",2012,"General Education",,"261","","14","","1","","1","0","0","0","0","0","0","0","0","0"
"510101040000","BRASHER FALLS CENTRAL SCHOOL DISTRICT",2012,"General Education",,"16","","24","","0","","3","5","15","24","0","0","0","0","4","6"
"510101040003","SAINT LAWRENCE HIGH SCHOOL",2012,"General Education",,"16","","24","","0","","3","5","15","24","0","0","0","0","4","6"
"510201060003","H C WILLIAMS SENIOR HIGH SCHOOL",2012,"General Education",,"40","","26","","1","","1","1","6","8","0","0","4","5","1","1"
"510201060000","CANTON CENTRAL SCHOOL DISTRICT",2012,"General Education",,"40","","26","","1","","1","1","6","8","0","0","4","5","1","1"
"510501040001","COLTON-PIERREPONT CENTRAL SCHOOL",2012,"General Education",,"7","","6","","0","","3","16","3","16","0","0","0","0","0","0"
"510501040000","COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT",2012,"General Education",,"7","","6","","0","","3","16","3","16","0","0","0","0","0","0"
"530515060000","ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT",2012,"General Education",,"83","","116","","4","","10","4","13","6","0","0","0","0","4","2"
"530501060000","SCHALMONT CENTRAL SCHOOL DISTRICT",2012,"General Education",,"59","","55","","0","","2","2","10","8","0","0","1","1","0","0"
"280215030007","LAWRENCE SENIOR HIGH SCHOOL",2012,"General Education",,"99","","59","","3","","3","2","14","8","0","0","0","0","7","4"
"280402030000","EAST WILLISTON UNION FREE SCHOOL DISTRICT",2012,"General Education",,"132","","6","","0","","0","0","0","0","0","0","0","0","0","0"
"280403030008","ROSLYN HIGH SCHOOL",2012,"General Education",,"247","","12","","0","","0","0","1","0","0","0","4","2","0","0"
"280523030011","MASSAPEQUA HIGH SCHOOL",2012,"General Education",,"452","","80","","10","","10","2","13","2","1","0","0","0","1","0"
"280523030000","MASSAPEQUA UNION FREE SCHOOL DISTRICT",2012,"General Education",,"454","","81","","10","","10","2","17","3","1","0","0","0","1","0"
"581010020000","GREENPORT UNION FREE SCHOOL DISTRICT",2012,"General Education",,"19","","5","","0","","1","3","9","26","0","0","0","0","0","0"
"581005020003","SOUTHOLD JUNIOR-SENIOR HIGH SCHOOL",2012,"General Education",,"43","","8","","0","","0","0","4","7","0","0","0","0","1","2"
"581010020001","GREENPORT HIGH SCHOOL",2012,"General Education",,"19","","5","","0","","1","3","9","26","0","0","0","0","0","0"
"620901060000","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT",2012,"General Education",,"59","","67","","0","","3","2","13","9","0","0","7","5","0","0"
"621001060005","MARLBORO CENTRAL HIGH SCHOOL",2012,"General Education",,"65","","67","","1","","2","1","10","7","0","0","0","0","8","5"
"621001060000","MARLBORO CENTRAL SCHOOL DISTRICT",2012,"General Education",,"65","","67","","1","","2","1","10","7","0","0","0","0","8","5"
"621101060000","NEW PALTZ CENTRAL SCHOOL DISTRICT",2012,"General Education",,"89","","35","","3","","0","0","2","1","0","0","3","2","17","11"
"621201060005","ONTEORA HIGH SCHOOL",2012,"General Education",,"57","","44","","1","","1","1","8","7","0","0","6","5","1","1"
"320700011551","URBAN ASSEMBLY BRONX ACADEMY OF LETTERS (THE)",2012,"General Education",,"30","","11","","1","","0","0","1","2","0","0","0","0","1","2"
"321000011549","DISCOVERY HIGH SCHOOL",2012,"General Education",,"2","","1","","0","","0","0","0","0","0","0","0","0","55","95"
"320700011548","URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",2012,"General Education",,"0","","0","","0","","0","0","0","0","0","0","0","0","58","100"
"661800010004","RYE HIGH SCHOOL",2012,"General Education",,"193","","1","","2","","1","1","0","0","0","0","0","0","0","0"
"661904030008","PORT CHESTER SENIOR HIGH SCHOOL",2012,"General Education",,"115","","93","","0","","5","2","5","2","0","0","1","0","5","2"
"342900011498","HUMANITIES AND ARTS MAGNET HIGH SCHOOL",2012,"General Education",,"20","","25","","1","","0","0","0","0","0","0","0","0","29","39"
"342900011496","BUSINESS/COMPUTER APPLICATIONS & ENTREPRENEURSHIP  HIGH SCHOOL",2012,"General Education",,"12","","16","","0","","2","3","0","0","0","0","0","0","36","55"
"342600011495","BAYSIDE HIGH SCHOOL",2012,"General Education",,"506","","210","","5","","3","0","4","1","0","0","0","0","13","2"
"342900011494","LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",2012,"General Education",,"29","","21","","0","","0","0","7","11","0","0","0","0","8","12"
"342900011492","MATH/SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS",2012,"General Education",,"43","","27","","2","","0","0","3","3","0","0","0","0","12","14"
"342400011485","GROVER CLEVELAND HIGH SCHOOL",2012,"General Education",,"100","","203","","2","","11","3","50","12","0","0","0","0","52","12"
"342700011480","JOHN ADAMS HIGH SCHOOL",2012,"General Education",,"146","","159","","5","","3","1","5","1","0","0","0","0","256","45"
"342700011475","RICHMOND HILL HIGH SCHOOL",2012,"General Education",,"192","","178","","10","","6","1","97","18","0","0","0","0","49","9"
"342800011470","JAMAICA HIGH SCHOOL",2012,"General Education",,"18","","30","","0","","0","0","1","1","0","0","0","0","68","58"
"342500011460","FLUSHING HIGH SCHOOL",2012,"General Education",,"141","","148","","0","","2","0","19","4","0","0","3","1","153","33"
"310200011394","EMMA LAZARUS HIGH SCHOOL",2012,"General Education",,"61","","9","","0","","0","0","0","0","0","0","0","0","3","4"
"332000010000","NEW YORK CITY GEOGRAPHIC DISTRICT #20",2012,"General Education",,"1135","","554","","17","","10","1","83","4","0","0","2","0","151","8"
"141101060000","SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT",2012,"General Education",,"65","","45","","2","","4","3","15","11","0","0","5","4","0","0"
"150203040000","CROWN POINT CENTRAL SCHOOL DISTRICT",2012,"General Education",,"8","","7","","0","","0","0","1","6","0","0","0","0","0","0"
"150301040001","ELIZABETHTOWN-LEWIS CENTRAL SCHOOL",2012,"General Education",,"14","","7","","1","","1","4","2","8","0","0","0","0","0","0"
"150301040000","ELIZABETHTOWN-LEWIS CENTRAL SCHOOL DISTRICT",2012,"General Education",,"14","","7","","1","","1","4","2","8","0","0","0","0","0","0"
"150801040001","MINERVA CENTRAL SCHOOL",2012,"General Education",,"1","","8","","0","","0","0","1","10","0","0","0","0","0","0"
"261401060000","PITTSFORD CENTRAL SCHOOL DISTRICT",2012,"General Education",,"396","","42","","1","","1","0","0","0","0","0","1","0","15","3"
"261313030002","EAST ROCHESTER JUNIOR-SENIOR HIGH SCHOOL",2012,"General Education",,"31","","26","","1","","0","0","9","13","1","1","0","0","0","0"
"261313030000","EAST ROCHESTER UNION FREE SCHOOL DISTRICT",2012,"General Education",,"31","","26","","1","","0","0","11","16","1","1","0","0","0","0"
"141604060000","FRONTIER CENTRAL SCHOOL DISTRICT",2012,"General Education",,"190","","133","","6","","8","2","17","5","0","0","1","0","2","1"
"280214030000","HEWLETT-WOODMERE UNION FREE SCHOOL DISTRICT",2012,"General Education",,"193","","31","","0","","1","0","0","0","0","0","0","0","1","0"
"141701040001","HOLLAND HIGH SCHOOL",2012,"General Education",,"28","","35","","0","","3","4","3","4","0","0","0","0","1","1"
"161801040001","SAINT REGIS FALLS CENTRAL SCHOOL",2012,"General Education",,"16","","5","","0","","3","12","2","8","0","0","0","0","0","0"
"161801040000","SAINT REGIS FALLS CENTRAL SCHOOL DISTRICT",2012,"General Education",,"16","","5","","0","","3","12","2","8","0","0","0","0","0","0"
"130801060007","FRANKLIN D ROOSEVELT SENIOR HIGH SCHOOL",2012,"General Education",,"101","","127","","3","","7","3","12","4","0","0","0","0","27","10"
"131101040004","WEBUTUCK HIGH SCHOOL",2012,"General Education",,"27","","13","","4","","2","3","11","19","0","0","1","2","0","0"
"131101040000","NORTHEAST CENTRAL SCHOOL DISTRICT",2012,"General Education",,"27","","13","","4","","2","3","11","19","0","0","1","2","0","0"
